RANDOM PERMUTATIONS OF THE INTEGERS 1 TO 16

NOTE--THE PRIMARY PURPOSE OF THIS SET OF RANDOM PERMUTATIONS
      IS TO ASSIST IN THE RUN SEQUENCE RANDOMIZATION
      OF EXPERIMENT DESIGNS WITH 16 OR FEWER RUNS.
NOTE--THIS FILE WAS DRAWN FROM (AND IS IDENTICAL TO) PAGE 17
      OF MOSES AND OAKFORD, TABLES OF RANDOM PERMUTATIONS,
      STANFORD UNIVERSITY PRESS, 1963.
NOTE--THIS FILE CONTAINS 10 X 5 = 50 DISTINCT RANDOM PERMUTATIONS
      OF THE INTEGERS 1 TO 16.  IN PRACTICE, ONLY ONE (OUT OF THE 50)
      BLOCKS IS USED AT A GIVEN TIME.  FOR THIS AND MORE 1-16 PERMUTATIONS,
      SEE MOSES AND OAKFORD, PAGES 17 TO 33.
USE --"BLINDLY" PICK OUT A BLOCK AND THEN FOLLOW THE
      RANDOMIZATION SCHEME GIVEN IN THAT BLOCK.  FOR A DETAILED
      DESCRIPTION OF THE MECHANICS OF RANDOMIZATION, SEE
      COX, PLANNING OF EXPERIMENTS, WILEY, 1958, PAGES 70-72.
NOTE--TO READ THE PERMUTATION 3 BLOCKS DOWN AND 2 BLOCKS OVER
      (8 13 3 4 2 5 15 11 10 1 12 7 16 6 9 14) INTO DATAPLOT, ENTER
           ROW LIMITS 36 39
           COLUMN LIMITS 15 25
           SERIAL READ PERMUTATION16.DAT X
DATE--JUNE 1988



 2 16  8 14    5 12  9 10   15  3 16 11   14 15  6 16    5  3 12  7
 9  3 10  6    1  2 11 16   10 12  9  2    1  4  2  3   15 13  2  9
 7  1  5 11   15 13 14  3    7  4 13  5   13  9 11  8    8 10  6  1
 4 13 15 12    7  8  4  6    8  1  6 14   10 12  7  5   14  4 11 16

14 11 15  7    5  1 10  8   12 14  3 10   13  4  2  6    2  9 15 10
 9 10  8  5   12  2  9  3    2  4 16  8   14  3 15 11    1  6 13 16
 2  6  1 13   11  6  4 14    5 11 13  1   10 12  1  5   12  4 11  3
 3  4 16 12   16 13  7 15    7 15  6  9    7 16  9  8    7  8 14  5

11  2 13  9    8 13  3  4   11  2  4 16    4  3  1  2    8 15 11  6
12 16 10  1    2  5 15 11   10  1  8 14   13  6  8 11    13 2  5 10
 6  4 15  8   10  1 12  7    3  7  5  6   10 12 15  7    9 14  3 12
 7 14  3  5   16  6  9 14    9 13 15 12   16  9 14  5    4  7  1 16

 1 15 12  2   11 14 15  1   14  3 11  6    7  9  4 14    8  2 11  9
 6  4  8  7   13  3  9 12    9  1  2 16   10 12 15  5    3  6 12  4
 5 16 13 10    7 10  2 16   12 10  5  4    6 13 16 11   10 14  1 15
 3 11 14  9    8  6  5  4   15  8  7 13    1  3  2  8    5  7 16 13

15  7  6  5    7 14 10  1   16  2  4  5    9  3  8 10    8 16  5  3
16 12  1 10    9 11  5 16    3 11 14  6    4 15  2 16   14 11 10  6
13  3 11  4    6  8  3  2   12  7 15  8   11 12  5  7    7  1  2 13
14  8  2  9   12  4 13 15   13 10  1  9    1 13 14  6   12  9  4 15

 3  7  9  4   13 12  8  3    6  2 10  8    1 15  3  7   11 16  4 14
14  1 11 13   11  1  9 16   15 11  3 12   13  6 11 12   13 12  1  8
 6  5 15  8    4  2  7 14    5 14  9  1    9 14  5  2    6  9  3  7
12 10  2 16   15 10  5  6   16  4  7 13    8 16 10  4    2 10 15  5

13  5 15  4   16  8  4 11    7  5 16  4    2 16 12  4    5 10  1  4
 1 16  9 14   13 14  3 12   15  2 10 12   11 15  8  1   15 13  2 14
 6  7  8 12    9  6 15 10    6  8 13  9   14 10  5  3    3 11 16 12
10 11  3  2    2  7  5  1    3 11 14  1   13  9  7  6    7  9  6  8

10  1 15  8   12  1 14 13   12  8  6  7   13 15 12  7   11 12  1  9
11  4 12 13    8 16  3 11   16 11  2 15    4 14 11  8   13  7 10 14
 2 14 16  9    6  9 15 10    1 13  5  3    3  9  1  2    2  8  5  6
 3  6  5  7    5  2  7  4   14 10  4  9    6 10 16  5   15 16  4  3

16  1 13  6    9  5  7  4    5 13 11 14   15  2 16  5    6 14 13  7
10 11  3 12    2  6 15 16    4  3  8 15   10  1  4  9    4  3 15 10
14  5 15  7   14  1 12  8    7  2 16  1   13 11  6  3   12 11  5  8
 2  9  4  8    3 10 13 11    9 10 12  6   12  8  7 14    9  2  1 16

 8  3  4 13    1 10  6 11   10  8  1  2    1  6 11 10   11 15  1  2
 6 10 16 14   14 12 13  7   12 14 13  3    4 16  8 12   16 12  9  3
 7 15  1  5    5 16  3  8   11  5 15  7    2  3  7 14    8 13  5  7
 9  2 11 12   15  2  9  4    9 16  6  4    9 13  5 15   10  4 14  6
