THIS IS DATAPLOT CONFOUNDING FILE     PB20CONF.DAT
CONFOUNDING STRUCTURE FOR PLACKETT-BURMAN PB20 DESIGN
 
 
  0   0   0  -4  -4  -4  -4   4  -4   4   4  -4  -4 -12   4  -4   4   4   4  -4
  0   0  -4   0   4  -4   4   4  -4   4   4   4  -4  -4  -4   4  -4 -12  -4  -4
  0   0  -4   4   0   4 -12  -4  -4  -4   4  -4  -4   4  -4   4   4  -4   4  -4
  0   0  -4  -4   4   0   4  -4   4  -4  -4 -12   4  -4   4   4  -4  -4   4  -4
  0   0  -4   4 -12   4   0  -4   4   4   4  -4   4  -4  -4  -4  -4  -4  -4   4
  0   0   4   4  -4  -4  -4   0   4  -4  -4   4  -4  -4  -4   4 -12   4   4  -4
  0   0  -4  -4  -4   4   4   4   0 -12  -4   4  -4  -4  -4  -4   4  -4   4   4
  0   0   4   4  -4  -4   4  -4 -12   0  -4  -4  -4   4   4  -4  -4  -4   4   4
  0   0   4   4   4  -4   4  -4  -4  -4   0  -4   4  -4 -12  -4   4   4  -4  -4
  0   0  -4   4  -4 -12  -4   4   4  -4  -4   0   4   4   4  -4   4  -4  -4  -4
  0   0  -4  -4  -4   4   4  -4  -4  -4   4   4   0   4   4  -4  -4   4  -4 -12
  0   0 -12  -4   4  -4  -4  -4  -4   4  -4   4   4   0  -4  -4  -4   4   4   4
  0   0   4  -4  -4   4  -4  -4  -4   4 -12   4   4  -4   0   4   4  -4  -4  -4
  0   0  -4   4   4   4  -4   4  -4  -4  -4  -4  -4  -4   4   0  -4   4 -12   4
  0   0   4  -4   4  -4  -4 -12   4  -4   4   4  -4  -4   4  -4   0  -4  -4   4
  0   0   4 -12  -4  -4  -4   4  -4  -4   4  -4   4   4  -4   4  -4   0  -4   4
  0   0   4  -4   4   4  -4   4   4   4  -4  -4  -4   4  -4 -12  -4  -4   0  -4
  0   0  -4  -4  -4  -4   4  -4   4   4  -4  -4 -12   4  -4   4   4   4  -4   0
  0  -4   0   0  -4  -4  -4  -4   4  -4   4   4  -4  -4 -12   4  -4   4   4   4
  0  -4   0  -4   0   4  -4   4   4  -4   4   4   4  -4  -4  -4   4  -4 -12  -4
  0  -4   0  -4   4   0   4 -12  -4  -4  -4   4  -4  -4   4  -4   4   4  -4   4
  0  -4   0  -4  -4   4   0   4  -4   4  -4  -4 -12   4  -4   4   4  -4  -4   4
  0   4   0  -4   4 -12   4   0  -4   4   4   4  -4   4  -4  -4  -4  -4  -4  -4
  0  -4   0   4   4  -4  -4  -4   0   4  -4  -4   4  -4  -4  -4   4 -12   4   4
  0   4   0  -4  -4  -4   4   4   4   0 -12  -4   4  -4  -4  -4  -4   4  -4   4
  0   4   0   4   4  -4  -4   4  -4 -12   0  -4  -4  -4   4   4  -4  -4  -4   4
  0  -4   0   4   4   4  -4   4  -4  -4  -4   0  -4   4  -4 -12  -4   4   4  -4
  0  -4   0  -4   4  -4 -12  -4   4   4  -4  -4   0   4   4   4  -4   4  -4  -4
  0 -12   0  -4  -4  -4   4   4  -4  -4  -4   4   4   0   4   4  -4  -4   4  -4
  0   4   0 -12  -4   4  -4  -4  -4  -4   4  -4   4   4   0  -4  -4  -4   4   4
  0  -4   0   4  -4  -4   4  -4  -4  -4   4 -12   4   4  -4   0   4   4  -4  -4
  0   4   0  -4   4   4   4  -4   4  -4  -4  -4  -4  -4  -4   4   0  -4   4 -12
  0   4   0   4  -4   4  -4  -4 -12   4  -4   4   4  -4  -4   4  -4   0  -4  -4
  0   4   0   4 -12  -4  -4  -4   4  -4  -4   4  -4   4   4  -4   4  -4   0  -4
  0  -4   0   4  -4   4   4  -4   4   4   4  -4  -4  -4   4  -4 -12  -4  -4   0
  0   4  -4   0   0  -4  -4  -4  -4   4  -4   4   4  -4  -4 -12   4  -4   4   4
  0  -4  -4   0  -4   0   4  -4   4   4  -4   4   4   4  -4  -4  -4   4  -4 -12
  0   4  -4   0  -4   4   0   4 -12  -4  -4  -4   4  -4  -4   4  -4   4   4  -4
  0   4  -4   0  -4  -4   4   0   4  -4   4  -4  -4 -12   4  -4   4   4  -4  -4
  0  -4   4   0  -4   4 -12   4   0  -4   4   4   4  -4   4  -4  -4  -4  -4  -4
  0   4  -4   0   4   4  -4  -4  -4   0   4  -4  -4   4  -4  -4  -4   4 -12   4
  0   4   4   0  -4  -4  -4   4   4   4   0 -12  -4   4  -4  -4  -4  -4   4  -4
  0   4   4   0   4   4  -4  -4   4  -4 -12   0  -4  -4  -4   4   4  -4  -4  -4
  0  -4  -4   0   4   4   4  -4   4  -4  -4  -4   0  -4   4  -4 -12  -4   4   4
  0  -4  -4   0  -4   4  -4 -12  -4   4   4  -4  -4   0   4   4   4  -4   4  -4
  0  -4 -12   0  -4  -4  -4   4   4  -4  -4  -4   4   4   0   4   4  -4  -4   4
  0   4   4   0 -12  -4   4  -4  -4  -4  -4   4  -4   4   4   0  -4  -4  -4   4
  0  -4  -4   0   4  -4  -4   4  -4  -4  -4   4 -12   4   4  -4   0   4   4  -4
  0 -12   4   0  -4   4   4   4  -4   4  -4  -4  -4  -4  -4  -4   4   0  -4   4
  0  -4   4   0   4  -4   4  -4  -4 -12   4  -4   4   4  -4  -4   4  -4   0  -4
  0  -4   4   0   4 -12  -4  -4  -4   4  -4  -4   4  -4   4   4  -4   4  -4   0
  0   4   4  -4   0   0  -4  -4  -4  -4   4  -4   4   4  -4  -4 -12   4  -4   4
