RANDOM PERMUTATIONS OF THE INTEGERS 1 TO 20

NOTE--THE PRIMARY PURPOSE OF THIS SET OF RANDOM PERMUTATIONS
      IS TO ASSIST IN THE RUN SEQUENCE RANDOMIZATION
      OF EXPERIMENT DESIGNS WITH 20 OR FEWER RUNS.
NOTE--THIS FILE WAS DRAWN FROM (AND IS IDENTICAL TO) PAGE 34
      OF MOSES AND OAKFORD, TABLES OF RANDOM PERMUTATIONS,
      STANFORD UNIVERSITY PRESS, 1963.
NOTE--THIS FILE CONTAINS 10 X 4 = 40 DISTINCT RANDOM PERMUTATIONS
      OF THE INTEGERS 1 TO 20.  IN PRACTICE, ONLY ONE (OUT OF THE 40)
      BLOCKS IS USED AT A GIVEN TIME.  FOR THIS AND MORE 1-20 PERMUTATIONS,
      SEE MOSES AND OAKFORD, PAGES 34 TO 51.
USE --"BLINDLY" PICK OUT A BLOCK AND THEN FOLLOW THE
      RANDOMIZATION SCHEME GIVEN IN THAT BLOCK.  FOR A DETAILED
      DESCRIPTION OF THE MECHANICS OF RANDOMIZATION, SEE
      COX, PLANNING OF EXPERIMENTS, WILEY, 1958, PAGES 70-72.
NOTE--TO READ THE PERMUTATION 3 BLOCKS DOWN AND 2 BLOCKS OVER
      (16 15 9 14 1 13 19 12 ... 10 6 20) INTO DATAPLOT, ENTER
           ROW LIMITS 36 39
           COLUMN LIMITS 19 34
           SERIAL READ PERMUTATION20.DAT X
DATE--JUNE 1988



  4  1 11 18 15     3 12 20 15  4    10 16 17 20  7    16 17  2 14  1
 19  8  7 16  9     7 13  1 14  5     1  2 12 13  5     4  8 11 19 13
  2 14  5  6 17     9 19  2 18 16    14 19  4  8  6    15 20 10  3  6
 13 12 10  3 20    10 11  6  8 17    15  3 18  9 11    18  7 12  5  7

 19 11  8 13  9    19 18 17 16 15     6 13  5 12  3     3  2  1 16  6
 18  4 20 15  6    14 10  6 20  9    15  8  7  1  2    12 10  8  5  4
  7  3 12 17  5     8  3  7 13  2    18 14 17 10  4    15 13 17  9 14
  1 14 10 16  2     1  5 12 11  4    20 19 16  9 11    19 11 20  7 18

  5 18  9  7  6    16 15  9 14  1     6 12  9  1  2    15  4 16  5  7
 16 12  8 17 20    13 19 12  8 17    15 18  7  3 13    19  6 18  8  1
  1  4  2 15 13     5  4  7  2  3    11 14 16 17  8    11 13 20  9  2
 11 14 19 10  3    18 11 10  6 20    10 19  5  4 20    12 17 14  3 10

 16 13  1  6 17     8  4 19 10 17    18 12  2 20  4     9 16  4  6  8
  7  8  5 18  2     6  3 15 11 14    16 11 10 13  3    11  3 10 12 17
  3 19 10 14 12     7  5 12 16  2     6  7 14 17  9    18  1 15  7 13
  9 15 11 20  4     9  1 18 20 13    15 19  5  1  8    19 14  2  5 20

  2 14 15 19  7     9  5 18  6  7     1 15  9 18  5     7  3 11 17 13
 10 12  1 11 20    16  4 14  3 15     2  7 19 11 14    12 16 15  1 18
 17 18 16  5  3     2  1 13 12 19     8 20 13 10  3     4 19  2  5  9
  4  8  6 13  9    11 20 17 10  8    12  6 16  4 17     8  6 10 14 20

  6  2 11  8  4    10 17 12 14  2     5  6 13 17  7    10  3  9 16 14
  1 20 19 18 12     7  6 19 13  4    10 20  4 14  1    18 15 17 19  4
 10 15 13  7 16     9 16  1 15 18     2 18  8 15  3    20  6  5  1  2
  9  3  5 14 17     3 11  5  8 20    11 16 19 12  9    12  7 11 13  8

 20 18 15 13 12    10 11  1  5  6    11 19  1  9  5     2 14  5  8  3
  6 10 14  8  1     7  9 15 19  2    10  6  4  3 16    12  9 18 15 20
  7 17  5  9  3    14  4 13 18  3    17  7 12 18 20    13 11  4 17 16
 11 16  4 19  2    12 20  8 16 17    14 13  2  8 15     6  7 19 10  1

  9  7  6 17  2    10  2 20 16  7    16 11 14 18 10    10  3 17 20  9
  5 11 14  1 18    12  6  8  5 15    15 20  8  1 17    16  2 15  1  5
 10  8 13  4 16     4 11  9 19  1     2  7  9  5 13     4  6 14 13 11
  3 20 12 15 19    14  3 18 17 13    12  4  6  3 19     7  8 19 18 12

 10 14  4 16  7    14  8  4 10  3    11  6 18 20 17     8  4  7  5  6
 18 19  9  2 11     9 15  2  5 16     7 15  8  2 12    15 18  2 16  9
 15 12  8  5 17     1 11 20 19 13     4  1  9 13  3    12 19 11 20 13
  1 13  3  6 20    18  7  6 12 17    10 16  5 19 14     3 14 10  1 17

  9 16 19  5 15     6  2  5 14 19    19  4  8  1 15     3 15  4 19  5
 18 10  7  4  3    16  8 10 11 20     3 13 17  9 16    17  2 14 18 13
 17 14 20  6  1    17  9 12 13  1    18 11   2 10 1   2  7  9 10 11  1
  2 12  8 11 13     4 18 15  3  7     5  6 14  7 20    16 12  8 20  6
