RANDOM PERMUTATIONS OF THE INTEGERS 1 TO 50

NOTE--THE PRIMARY PURPOSE OF THIS SET OF RANDOM PERMUTATIONS
      IS TO ASSIST IN THE RUN SEQUENCE RANDOMIZATION
      OF EXPERIMENT DESIGNS WITH 50 OR FEWER RUNS.
NOTE--THIS FILE WAS DRAWN FROM (AND IS IDENTICAL TO) PAGE 68
      OF MOSES AND OAKFORD, TABLES OF RANDOM PERMUTATIONS,
      STANFORD UNIVERSITY PRESS, 1963.
NOTE--THIS FILE CONTAINS 8 X 2 = 16 DISTINCT RANDOM PERMUTATIONS
      OF THE INTEGERS 1 TO 50.  IN PRACTICE, ONLY ONE (OUT OF THE 16)
      BLOCKS IS USED AT A GIVEN TIME.  FOR THIS AND MORE 1-50 PERMUTATIONS,
      SEE MOSES AND OAKFORD, PAGES 68 TO 92.
USE --"BLINDLY" PICK OUT A BLOCK AND THEN FOLLOW THE
      RANDOMIZATION SCHEME GIVEN IN THAT BLOCK.  FOR A DETAILED
      DESCRIPTION OF THE MECHANICS OF RANDOMIZATION, SEE
      COX, PLANNING OF EXPERIMENTS, WILEY, 1958, PAGES 70-72.
NOTE--TO READ THE PERMUTATION 3 BLOCKS DOWN AND 2 BLOCKS OVER
      (4 3 24 37 ... 40 14 38 10) INTO DATAPLOT, ENTER
           ROW LIMITS 38 42
           COLUMN LIMITS 35 80
           SERIAL READ PERMUTATION50.DAT X
DATE--JUNE 1988



 8 27  4  2 26 48 38 46  9 39     40 41 11 16 17 23 22 24 35 15
 3 34 23 21  6 50 37 40 16 19     21 49 38 31  8 43 33  6 10 34
 5 12 15  7 32 49 30 42 11 31     47 44  9  2 29 12  3 37 25 42
13 25 18 43 28 22 29 41  1 35     39 36 45 48 27  4 30 20  7 13
10 14 44 20 36 47 17 45 33 24     19 46  1 14 32 50  5 26 18 28

24  2 31 19 46 17 37 13 28 33     24 33 10  7 44 14 46 35 17 37
16 41  3 43  1  7 18 30 39 27     15 19 20 16 23 29 13 31 36 42
36 11 10  8 44 26 12 23 47 34     39 18  3 50  1 30 48 45  2 11
21 49 50 35 25  4  5 32  9 40      4  8 49 26 41 28 40 47  5 32
15 20  6 45 22 29 14 42 35 48     27 12 43 25  9 33  6 38 21 34

22 15 31 12  5 24 14 29 45 30      4  3 24 37  1 12 26 49 17 45
39 44 43 41 16  8 21 35 49 37     20 42  9 48 18 27 39 44 32 11
40 18 28 47 11 33 36 20 42 26     25 13 30 46  6 50 22 36 28 21
 9 38  7 17 46 25 23  2  4 19     29 23 41  8  2 35  7 19 33 15
48 13 50 34  6 10 32 27  3  1      5 47 31 16 43 34 40 14 38 10

 7 30 42 35 13 12 27 24 39 45     44 49 36 10  7 15 14 24 22 13
18 31 10 38 16 49 44  4 43 41     39 29 17 12 46 40 45  9 32 47
36 14  5 19  1 50 40  9 23 33     20 35 11 23 41 31 18 33  5 34
 8  2 11 17  3 21 25 48 46 37      6  3  4 27 28 16  1 38 19 43
15 28 22 32 20 34  6 29 26 47     21 30 26 42 50 48  2  8 25 37

13 27 14 38 40  3 37  5 49 42     48 46 16 24 19  1 10  3 13 35
18 41 30 34 25 44 26 43 16 17      7 22  5 11 30 17 23 42  8 18
39 11 10  6  1  9 29 32 31 45     21 33 45  2 29 27 12 28 15  6
24 36 20 22 48 21 35 15 12 33     20 44 31 43 50 36  9 49 40 37
 7 23 47  2 19  8 46  4 28 50      4 32 38 34 39 25 47 26 41 14

45 44 49 12 24 19  2 13 37 16     47 16 23  6 46 20 26 37  1 33
18 31 35 22 23 41  9 34  6 11     28  5 21 15 48 27 49 32 17 45
48 47 25  7 42 20 10 14 29 33     40 34 29  7 39  3 36 19 41  8
21 26 46  8 39 43  5 15 17  1     10 50 31 25 44 12 22 14 35 30
30 27 40 36 32  3  4 38 28 50     24  9 13  4 42 43  2 11 18 38

29 31 47 19 41  3 11 38 13 46     27 20 33 12 21 16 42 34 10 46
17  2 21 37 26 33 50  9 20 15     24 44 49 15 43 17 26 41 13 14
22 30 23 28 49 14 10 16 48 12     36 18 22 19 32 28 31 11  2 40
34  5 45  6  8 43  7 40 18 39      9 38 23  1 45 35 50 30  8 29
25 27 24 35 42 32 44  1  4 36     37  7  3  4 48 39  5 47 25  6

37 38 21 30 17 26  2 11  6 22     47 36 41 13  1  7 39 14 43 16
 3 19 47 44 18 35  5 40 23 49     49 26  3 19 29 11 22 37 38  4
31 29 32 41 33 45 43 34 39 10     20 10 48 50  8 28 35 21 31 27
42 28 36 25 24  1 12  7  9 13      9 46 33  5 15 18 32 30  6 17
15 27 48 20  4 50 46 14 16  8     34 24 42 44 23 45 25 12  2 40
