RANDOM PERMUTATIONS OF THE INTEGERS 1 TO 200

NOTE--THE PRIMARY PURPOSE OF THIS SET OF RANDOM PERMUTATIONS
      IS TO ASSIST IN THE RUN SEQUENCE RANDOMIZATION
      OF EXPERIMENT DESIGNS WITH 200 OR FEWER RUNS.
NOTE--THIS FILE WAS DRAWN FROM (AND IS IDENTICAL TO) PAGE 120
      OF MOSES AND OAKFORD, TABLES OF RANDOM PERMUTATIONS,
      STANFORD UNIVERSITY PRESS, 1963.
NOTE--THIS FILE CONTAINS 3 DISTINCT RANDOM PERMUTATIONS
      OF THE INTEGERS 1 TO 200.  IN PRACTICE, ONLY ONE (OUT OF THE 3)
      BLOCKS IS USED AT A GIVEN TIME.  FOR THIS AND MORE 1-200 PERMUTATIONS,
      SEE MOSES AND OAKFORD, PAGES 120 TO 151.
USE --"BLINDLY" PICK OUT A BLOCK AND THEN FOLLOW THE
      RANDOMIZATION SCHEME GIVEN IN THAT BLOCK.  FOR A DETAILED
      DESCRIPTION OF THE MECHANICS OF RANDOMIZATION, SEE
      COX, PLANNING OF EXPERIMENTS, WILEY, 1958, PAGES 70-72.
NOTE--TO READ THE PERMUTATION IN THE 3RD BLOCK
      (79 144 68 163 164 . . . 69 197 5 58 133) INTO DATAPLOT, ENTER
           ROW LIMITS 56 69
           SERIAL READ PERMUTATION200.DAT X
DATE--JUNE 1988



108  153  125  159  154  173   74  147  172  142   65  149   35  111  168
182   42  110  178   51  191  133   78  200  140   46   10  152   66   98
 37  127  120  113   68  148  197   60   58  170  177  117  166  145   22
187   41   33  160  189   72   27   54   71   88   23  105  114  190  193
 31  112   14  188   19  109  141  157  180  195   92  106   12  185  144
 85  143  122   89   93  196   97   63   39    6    8  146  132   67   64
 99   95  176  161  128   44   76  138   75  116   40    3  126   49  175
 36   59   21  174   16   52  194  130   15  107  155  156  198  100   25
135   34  119  121   77    4   11   53   32   50  167  171  163   80   29
  9   47  139  102  123  181   83  137   62  134   57  158   73    1   43
 84  186    2  183   26  199  131  164  169   13  150  184   70   86  129
 90    5  124  115  104  165   20   82   24  151  101   30   96  192   17
 45  179   55   56   61   69   79   48   38  103   91   81   18  136   94
118   87   28    7  162

168  178   68   83  126  119  134  138   94   46  100  136   99  116  130
 23  131   19   61   93  171   88  162  102   59  197  122  143   27   29
135   25   24  195    5  189   87    9  172  158   45  159  180  147   80
153   35  185   74   41  103   96   82   63   34   39   89  187   14  194
 32   21  115   79  177  181    8   91  155   86   70  137   97  193  196
188   13  154   67  152   72  105   22  145  129  101  190   31  157   92
146   38  114   81   30  140   20   56   15  163   76  191  106   18   64
 66  141  139  165  142  127  167    6  175   85  110    3  176   62  173
164  179   50  186  133  183   51  117   28   48   42   47  121  125    7
 78  107   95  150  169  120   43   54    1  151  118   44  182  123  132
 55  112  104   98   71  166   57   40  109   75   10   52   58   53    2
149   65   36  200    4   69   90   77  161   49   11   26   84  192   73
184   12   17  124  111  198  170  199  174  108   33  128   37   60   16
156  148  113  144  160

 79  144   68  163  164   64    7   57  160   73   78  132  156  134   32
 29   10   11  102  170  145   26   65  154   95  141  151  182  195  175
142   84  192  198    2   22  172    4  189   25  150   39  179   85  143
 59   28  176   21   75  124   93   34  149  152   43   47    1  120   20
191  166  162  165  146  178  135  171   74   70  123   42   23  128  137
 72   46  119   37  173   86  112   92  127   56   81  186   53   54  138
126   16  158   38  148   61   13  157  110  167   33   50   36  169   40
147   91  107   77  200   51   71  106  118   98  136   18   55   44  177
 82    9  174   88   80   97  159  180  196   45   96   67  105   49  161
 62    8  194    6  114   14  131   76  199  129  139   30  108   63  115
121    3  103   87  100   83  125  104  188   31  184  111   52  183   24
130  113   99  193  140  122  181  187  109   27  185   35   19   48   17
 41  116  155  117   60   66   89   94   12  168   90  153   15  190  101
 69  197    5   58  133
