RANDOM PERMUTATIONS OF THE INTEGERS 1 TO 30

NOTE--THE PRIMARY PURPOSE OF THIS SET OF RANDOM PERMUTATIONS
      IS TO ASSIST IN THE RUN SEQUENCE RANDOMIZATION
      OF EXPERIMENT DESIGNS WITH 30 OR FEWER RUNS.
NOTE--THIS FILE WAS DRAWN FROM (AND IS IDENTICAL TO) PAGE 52
      OF MOSES AND OAKFORD, TABLES OF RANDOM PERMUTATIONS,
      STANFORD UNIVERSITY PRESS, 1963.
NOTE--THIS FILE CONTAINS 7 X 3 = 21 DISTINCT RANDOM PERMUTATIONS
      OF THE INTEGERS 1 TO 30.  IN PRACTICE, ONLY ONE (OUT OF THE 21)
      BLOCKS IS USED AT A GIVEN TIME.  FOR THIS AND MORE 1-30 PERMUTATIONS,
      SEE MOSES AND OAKFORD, PAGES 52 TO 67.
USE --"BLINDLY" PICK OUT A BLOCK AND THEN FOLLOW THE
      RANDOMIZATION SCHEME GIVEN IN THAT BLOCK.  FOR A DETAILED
      DESCRIPTION OF THE MECHANICS OF RANDOMIZATION, SEE
      COX, PLANNING OF EXPERIMENTS, WILEY, 1958, PAGES 70-72.
NOTE--TO READ THE PERMUTATION 3 BLOCKS DOWN AND 2 BLOCKS OVER
      (25 30 8 13 2 20 17 3 . . . 5 16 24) INTO DATAPLOT, ENTER
           ROW LIMITS 40 45
           COLUMN LIMITS 18 31
           SERIAL READ PERMUTATION30.DAT X
DATE--JUNE 1988



14 28  2 29  9   21  3 18  5 24    6 17 14 16 25
23 24 26 20  6   30 11  7  6 20   19 24 26 10  9
17 30 18  8 21   17 12 16 23 15   23  2 15 28  8
13  3 22 16  4   13 10  2 25  8    5 29 22 12  7
11 15 25  1 27   14 27 19  9 26   13 18  1  4 20
10 19  5  7 12   22  1 28  4 29   27  3 11 21 30

26  5 23 28 21   21 29 27 15  4   10  3 15 13 27
14 29 19 27 15   28  6  7 16 19    6 25  8  9  7
17 12  6  4  9   18 14 22 11 13    4 11 24 22 18
 8 16 11  2 10    3 26  1  2 25   12 26  1 29  5
18  1 24 13  7    5 24  8 20 12   28 16  2 23 14
30 22 25  3 20   17 10 30  9 23   30 19 20 17 21

19  1 15 27 17   25 30  8 13  2    6 26 15 18 17
 5  8  9 12 14   20 17  3 27 28   12  1  7 23 30
 7  4  3 28 24    6 21 18 26 11   24  2 22 13 28
20 16  6 22 25   19 10 15  4 22   21 10 14  9  3
10 30 13 23  2   23 29  1  7 12   27 16 25 20 19
21 18 11 29 26    9 14  5 16 24   11  4  8 29  5

 1  7 16 17 18   21 23 17  7 30    2  9 27  5  4
22 12  6  8  9    3 26  1 10 27   18  1 20 28 23
11 27  4  2  5   12 22  9 16  6   15 16 17  7 29
20 23 21 13 30   11  2  4  5 25   30 21 13 26 24
24 29 26 10 19   14  8 20 13 29   14 19  8 22 25
 3 14 25 28 15   18 15 19 24 28   11 10  3 12  6

 1  3 30  6 27    3 16 29  5 11   14  4 13  5 21
 5 24  2 16 23   23 21  9  2 15   11  8  6 29  3
14 22 28 17 20   10 24 18 17  7   24 17  2 20  1
 4  9 10 11 26   30 25  8 28 26   19 10 26 27  9
15  8 25 12 19   19 14 13  1  4   28 12 30 25 23
18 29 13  7 21   22 20  6 27 12   18 15  7 22 16

16 15 14 13  4   29 24 20 14 21   16 14 13  2 21
22 18 19  7  1   12 15 25 17  4   26 10 11  4 24
27 12 28 30 17   19 27 13 10 11   29  1 22 28 18
 5 10 20  3 25   28  1 16  5 18   27 12 23 25 19
24  9 21 11 23   26  7  8 22  9    5  7  8  6  3
 2  6 26  8 29    6  3  2 30 23   15 30 20  9 17

 7  3 10 23 14   l8  1 13 25 30   13 29  2 22  5
13 21 18  6 20   24  7 16 10 14   11 21 20 27 28
 4 29 30  9  8    2 19  5 21 11   14 23  7 25 26
22 15  2  1  5   22 15 27 26  8   10  4 30  9 19
12 28 19 17 11   17 20  3  4 12   18  6  3  1 24
24 27 16 25 26    6 23 28 29  9    8 15 12 17 l6
