THIS IS DATAPLOT DATA FILE    PB12LIN.DAT
12-RUN PLACKETT-BURMAN DESIGN AS PRESENTED IN LIN PAPER
REFERENCE--LIN, DENNIS K. J. (1993)
           A new class of supersaturated designs
           Technometrics, 1993, p. 29
NOTE--TO READ THIS FILE INTO DATAPLOT--
      DIMENSION 20 VARIABLES
      SKIP 25
      READ PB12LIN.DAT X1 TO X11
DATE--SEPTEMBER 1988
 
 
 
 
 
 
 
 
 
 
 
 
 
X1 X2 X3 X4 X5 X6 X7 X8 X9X10X11
---------------------------------
+1 +1 -1 +1 +1 +1 -1 -1 -1 +1 -1
+1 -1 +1 +1 +1 -1 -1 -1 +1 -1 +1
-1 +1 +1 +1 -1 -1 -1 +1 -1 +1 +1
+1 +1 +1 -1 -1 -1 +1 -1 +1 +1 -1
+1 +1 -1 -1 -1 +1 -1 +1 +1 -1 +1
+1 -1 -1 -1 +1 -1 +1 +1 -1 +1 +1
-1 -1 -1 +1 -1 +1 +1 -1 +1 +1 +1
-1 -1 +1 -1 +1 +1 -1 +1 +1 +1 -1
-1 +1 -1 +1 +1 -1 +1 +1 +1 -1 -1
+1 -1 +1 +1 -1 +1 +1 +1 -1 -1 -1
-1 +1 +1 -1 +1 +1 +1 -1 -1 -1 +1
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
