RANDOM PERMUTATIONS OF THE INTEGERS 1 TO 500

NOTE--THE PRIMARY PURPOSE OF THIS SET OF RANDOM PERMUTATIONS
      IS TO ASSIST IN THE RUN SEQUENCE RANDOMIZATION
      OF EXPERIMENT DESIGNS WITH 500 OR FEWER RUNS.
NOTE--THIS FILE WAS DRAWN FROM (AND IS IDENTICAL TO) PAGE 152
      OF MOSES AND OAKFORD, TABLES OF RANDOM PERMUTATIONS,
      STANFORD UNIVERSITY PRESS, 1963.
NOTE--THIS FILE CONTAINS 1 DISTINCT RANDOM PERMUTATION
      OF THE INTEGERS 1 TO 500.   FOR THIS AND MORE 1-500 PERMUTATIONS,
      SEE MOSES AND OAKFORD, PAGES 152 TO 189.
USE --FOLLOW THE RANDOMIZATION SCHEME GIVEN. FOR A DETAILED
      DESCRIPTION OF THE MECHANICS OF RANDOMIZATION, SEE
      COX, PLANNING OF EXPERIMENTS, WILEY, 1958, PAGES 70-72.
NOTE--TO READ THIS PERMUTATION OF 1 TO 500 INTO DATAPLOT, ENTER
           SKIP 25
           SERIAL READ PERMUTATION500.DAT X
DATE--JUNE 1988







345  282  137  412  348   82  195  347  490  116   56  142  462   46  426
288  359  497  330  333  218  193  307   19   29   87  476  484  154  318
 36  146  143   39  370  313  234   14   99  356   95  362  262   50  125
 88    8  292   34  244  472   97  183  385  298  485  317  109  429  247
151  100  163  428  445  408  277  314  367   91  122  156   52  279  337
 84  416    2  165  274  351  253  242  357    4  160  495  215  136  432
188   17  149  120  471  396  241   43  101   47  119   65    1  236  198
252  332  419   16  229  360  175  294  306  450   41  207  406  470   38
117  384  278   62  304  382   58  482   32  296  245  475   23  327  300
287   15  118  431  422    9   67  375  488  173  134  168  206   73  423
390  176   18  140   33  106   59   48  102  398  283  132  335   64  320
442  342  409  392   28   22  474   74   24  377   86  411  383  144  368
452   81  264  466    5  499  486  496  493  290  494  167  170  455  340
391  285  336  221   83  365  220  180  403  204  203  410  405  280  197
114  395  281  222  438  394  322  256  225  479  339  123   76  436   61
369  237  272   70  202   90    3  208  399   80  228  128  169  444  227
468  463  464   96  238  111  251  491  489  355  145  372  115  269  191
467  187   53  354  420  223  305  185  461  401   20  388  346  211  110
324  158  447  311  415  205  349  366   92  424  124  133  239  192   37
469  448  473  162  268  295  418  319  454  212  200  231  174  213  121
104   13  364  248   63  440  402  439   79  113   93  310  352  271  230
303  275  344  487  458  257  190  492  130  214   98  194  216  460   44
379  233  157  437  259   71   68  404   31  400  427  261  414  255  393
289  397   35  380  371  308   51  246  291  328  232  446  189    7  343
312  196  477  210   42  141   11  389   69   25  150  443   60  381   27
302  182  226  276  108  435   40  219  107  147  441  453  166  201    6
148  260  112  127  284   21  413  177  341  316  171  481  172  407  376
135  323  480  325  358  334   10  309  138  250   75   94  129  240  267
265  184   55  315  456  457  164  373  353  425  266  199   66   89  363
459  139  387  433  299  434   78   77  153  500   54  293   72  235  258
350  331  243  421  478  209  152  186  105   26  178  103   45  338  483
430  449  217  301  181   57  321   12  386  273   85  249  161  498  224
286  329  451  374  131  254  465  179  361  159  297  126  270  378  155
326   30  263   49  417
