1GULF OF MEXICO SIMULATION MILE POST  550                                                                       PAGE 11     
                                                                                                                            
      0.510        999                                                                                                      
   0.     0.     0.     0.     0.    49.36  57.49  60.53  57.74  49.35   0.     0.     0.     0.     0.     0.    60.53    1
   0.     0.     0.     0.    69.60   0.     0.     0.     0.     0.    70.99  72.00   0.     0.     0.     0.    72.00    2
   0.     0.     0.     0.     0.    45.08  52.92  55.96  53.20  45.07   0.     0.     0.     0.     0.     0.    55.96    3
   0.     0.     0.    36.37  45.50  49.03  47.42  39.29   0.     0.     0.     0.     0.     0.     0.     0.    49.03    4
  32.48  30.10  26.13   0.     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.    29.29  32.23  32.48    5
   0.     0.     0.     0.     9.65  33.74  37.35  34.42  12.90   0.     0.     0.     0.     0.     0.     0.    37.35    6
   0.     0.     0.     0.     0.    41.35  48.26  50.86  47.31  38.65   0.     0.     0.     0.     0.     0.    50.86    7
   0.     0.     0.     0.    21.26  28.83  31.63  28.07  18.33   0.     0.     0.     0.     0.     0.     0.    31.63    8
  61.36  58.04  50.46   0.     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.    48.59  57.92  61.36    9
  33.77  31.50  26.22   0.     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.    28.54  33.03  33.77   10
   0.     0.     0.     0.    28.67  35.67  38.46  37.03  29.20   0.     0.     0.     0.     0.     0.     0.    38.46   11
   0.     0.     0.     0.     0.     0.     0.     0.     0.     0.    32.60  39.37  42.15  42.08  38.72   0.    42.15   12
   0.     0.     0.    33.52  41.66  44.56  42.95  34.24   0.     0.     0.     0.     0.     0.     0.     0.    44.56   13
   0.     0.     0.     0.     0.    73.78  82.70  85.27  84.19  76.28   0.     0.     0.     0.     0.     0.    85.27   14
   0.     0.     0.     0.     0.     0.     0.     0.     0.     0.    23.14  29.80  32.91  33.57  31.46   0.    33.57   15
  38.32  36.52  31.50   0.     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.    30.13  36.49  38.32   16
   0.     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.    22.61  26.74  28.15  27.78  24.67  28.15   17
   0.     0.     0.    27.70  35.35  38.26  37.07  28.91   0.     0.     0.     0.     0.     0.     0.     0.    38.26   18
   0.     0.     0.     0.     0.     0.     0.     0.     0.     0.     9.22  16.78  20.59  22.09  20.33   0.    22.09   19
  50.63  47.28  40.98   0.     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.    42.72  48.70  50.63   20
   0.     0.     0.     0.    31.85  40.02  43.38  41.83  33.94   0.     0.     0.     0.     0.     0.     0.    43.38   21
   0.     0.     0.     0.    57.36  78.38   0.    81.28  83.60  61.19   0.     0.     0.     0.     0.     0.    83.60   22
   0.     0.     0.     0.     0.    39.09  47.83  51.04  47.33  37.70   0.     0.     0.     0.     0.     0.    51.04   23
   0.     0.     0.     0.     0.     0.     0.     0.     0.     0.    32.07  37.51  38.99  37.93  33.42   0.    38.99   24
   0.     0.     0.     0.     0.     0.     0.     0.     0.     0.    30.30  33.67  33.92  32.34  28.26   0.    33.92   25
   0.     0.     0.     0.    19.47  26.02  28.42  24.32  13.45   0.     0.     0.     0.     0.     0.     0.    28.42   26
  31.86  29.48  25.60   0.     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.    27.96  31.27  31.86   27
   0.     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.    53.53  61.59  64.35  62.46  55.66  64.35   28
   0.     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.    17.64  21.54  22.85  22.48  18.88  22.85   29
  45.94  40.19   0.     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.    42.35  47.22  48.25  48.25   30
   0.     0.     0.     0.     0.     0.     0.     0.     0.     0.    17.98  25.21  28.49  28.84  24.98   0.    28.84   31
   0.     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.    34.73  39.67  40.12  37.99  31.73  40.12   32
   0.     0.     0.     0.     0.     0.     0.     0.     0.     0.    23.14  29.46  31.51  30.46  25.20   0.    31.51   33
   0.     0.     0.     0.    37.51  45.40  48.61  47.23  39.16   0.     0.     0.     0.     0.     0.     0.    48.61   34
  50.28  44.37   0.     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.    45.44  51.04  52.47  52.47   35
   0.     0.     0.     0.     0.     0.     0.     0.     0.     0.    23.13  27.36  28.54  27.47  23.85   0.    28.54   36
   0.     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.     9.12  16.11  20.09  21.96   0.    21.96   37
   0.     0.     0.    21.34  30.88  34.30  32.66  23.66   0.     0.     0.     0.     0.     0.     0.     0.    34.30   38
  45.94  43.54  37.33   0.     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.    38.39  44.52  45.94   39
  57.45  52.93   0.     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.    57.89  60.20  59.44  60.20   40
  33.72  31.67  27.37   0.     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.    29.03  33.00  33.72   41
   0.     0.     0.     0.    25.26  31.70  34.33  33.52  25.74   0.     0.     0.     0.     0.     0.     0.    34.33   42
   0.     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.    -2.07  10.23  16.13  18.81   0.    18.81   43
   0.     0.     0.     0.     8.86  20.74  23.75  20.98  10.14   0.     0.     0.     0.     0.     0.     0.    23.75   44
  58.77  55.12  47.80   0.     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.    47.85  55.76  58.77   45
  58.57  51.45   0.     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.    49.16  57.65  61.12  61.12   46
   0.     0.     0.     0.    24.88  33.78  37.63  36.79  29.69   0.     0.     0.     0.     0.     0.     0.    37.63   47
   0.     0.     0.    31.34  38.01  40.21  38.67  29.12   0.     0.     0.     0.     0.     0.     0.     0.    40.21   48
   0.     0.     0.     0.     0.    38.61  46.79  49.90  46.65  37.81   0.     0.     0.     0.     0.     0.    49.90   49
   0.     0.     0.     0.    63.30  64.46   0.     0.     0.    66.04  67.48   0.     0.     0.     0.     0.    67.48   50
   0.     0.     0.     0.     0.    37.80  45.45  48.75  47.09  40.48   0.     0.     0.     0.     0.     0.    48.75   51
   0.     0.     0.     0.    10.21  23.35  26.96  24.67  13.26   0.     0.     0.     0.     0.     0.     0.    26.96   52
  40.03  37.67  32.96   0.     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.    34.49  39.01  40.03   53
   0.     0.     0.    28.14  37.98  41.41  39.69  30.62   0.     0.     0.     0.     0.     0.     0.     0.    41.41   54
   0.     0.     0.     0.    12.19  18.51  20.99  17.92   9.51   0.     0.     0.     0.     0.     0.     0.    20.99   55
   0.     0.     0.     0.     0.    42.44  48.63  50.64  42.28  25.78   0.     0.     0.     0.     0.     0.    50.64   56
   0.     0.     0.    21.91  29.24  31.80  30.49  22.88   0.     0.     0.     0.     0.     0.     0.     0.    31.80   57
   0.     0.     0.     0.    62.30   0.     0.     0.     0.     0.    62.95  64.03   0.     0.     0.     0.    64.03   58
   0.     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.    12.53  15.30  16.07  15.24  12.09  16.07   59
   0.     0.     0.     0.     8.86  20.97  24.05  21.29  10.40   0.     0.     0.     0.     0.     0.     0.    24.05   60
   0.     0.     0.     0.     0.    38.88  46.02  48.94  46.73  39.66   0.     0.     0.     0.     0.     0.    48.94   61
   0.     0.     0.     0.    39.23  48.15  51.74  50.40  42.49   0.     0.     0.     0.     0.     0.     0.    51.74   62
   0.     0.     0.     0.    42.30  51.18  55.38  54.10  46.82   0.     0.     0.     0.     0.     0.     0.    55.38   63
   0.     0.     0.    39.58  50.19  54.40  52.83  43.65   0.     0.     0.     0.     0.     0.     0.     0.    54.40   64
   0.     0.     0.     0.    15.58  24.88  28.39  25.64  16.84   0.     0.     0.     0.     0.     0.     0.    28.39   65
