This is Dataplot data file     WOOLLEY.DAT
Optical Disk Error Analysis
Sandra Woolley  11/94
Response variable = number of errors within sector i
                    and track band j of an optical disk
Number of observations             = 31 X 31 = 961
Number of variables per line image = 1 (serial read)
Order of variables on a line image--
   Response variable = Number of errors (0 to 8)
Note--each row is a sector (pie shaped)
      each column is a track band (radial subregion)
To read this file into Dataplot--
   SKIP 25
   SERIAL READ WOOLLEY.DAT Y
   LET SECTOR = SEQUENCE 1 31 1 31
   LET BAND = SEQUENCE 1 1 31 FOR I = 1 1 961
 
 
 
 
 
 
 
Number of errors within a sector / track band sub-region
---------------------------------------------------------------
 0 1 0 0 0 0 0 0 1 0 1 0 1 0 0 0 1 0 0 0 0 0 0 0 1 1 0 1 6 8 8
 1 1 1 1 1 8 8 7 5 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 0 1 1 1 0 0 0
 0 0 0 0 0 0 0 0 0 1 1 0 0 0 1 0 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0
 0 0 0 0 0 0 1 0 0 0 0 0 1 1 1 0 0 0 1 0 1 0 0 1 0 0 0 0 0 0 1
 0 0 0 0 0 0 0 1 0 1 0 1 1 0 1 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1 0
 0 1 0 0 0 0 0 0 0 0 0 1 0 0 1 1 1 1 0 1 1 0 0 1 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 1 0 0 1 1 1 0 0 0 0 0 0 0 1 0 0 0 0 1 0 1 1
 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0
 0 1 5 6 8 8 1 1 1 1 1 1 1 1 8 8 7 7 5 1 0 0 1 0 0 0 0 0 0 0 1
 0 0 1 0 0 0 0 1 0 1 0 0 0 1 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0
 0 0 0 0 0 0 1 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 1 0
 0 0 1 0 0 0 0 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
 0 0 0 1 0 0 0 1 1 0 0 1 0 0 1 0 0 0 0 1 0 0 1 0 0 1 0 0 1 0 0
 0 1 0 0 0 0 0 0 1 1 1 8 8 7 7 6 6 5 3 0 0 1 0 0 0 0 0 0 1 1 0
 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 1 1 1
 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 1 0 0 0 1 0 0 0 0 0 0
 0 0 0 0 0 0 0 1 1 1 4 7 8 8 8 8 1 1 1 8 1 8 8 7 6 4 1 0 0 1 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0
 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 4 6 7 8 1 1 1 1 1 1 1
 1 1 1 1 1 8 8 7 6 3 1 4 6 8 8 1 1 2 3 4 5 5 5 8 8 8 8 6 6 6 6
 5 6 5 5 6 6 7 7 7 7 8 8 7 7 7 7 7 6 5 5 3 1 0 0 0 0 0 0 1 0 0
 0 0 1 0 0 0 0 0 0 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
 0 1 0 0 0 0 0 0 0 0 0 1 7 8 8 1 1 1 1 1 8 8 2 0 1 1 0 0 0 1 0
 0 1 0 0 1 0 0 0 1 0 1 4 6 6 6 6 7 7 6 1 6 6 6 4 2 0 0 0 0 0 0
 0 0 0 0 0 0 2 5 5 7 6 5 5 4 1 0 0 1 0 0 0 0 0 0 1 0 0 0 0 1 1
 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0 1 1 1 1 0 0 1
 0 0 1 0 0 0 0 0 1 0 0 0 1 1 0 0 0 1 1 1 0 0 1 1 0 1 0 0 1 0 0
 1 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0
 0 0 0 0 0 0 1 0 0 0 1 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0
 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
