This is dataplot data file     KAUL.DAT
Refridgerant Analysis (Mike Kaul, NIST)
Number of observations             = 360
Number of variables per line image =  13
Order of variables on a line image--
    1. Factor 1             = time (seconds)
    2. Response Variable  1 = inlet refridgerant temperature
    3. Response Variable  2 = total pressure drop
    4. Response Variable  3 = pressure drop 5
    5. Response Variable  4 = pressure drop 6
    6. Response Variable  5 = inlet water temp 1
    7. Response Variable  6 = inlet water temp 2
    8. Response Variable  7 = wall temperature: location 1, angle 1
    9. Response Variable  8 = wall temperature: location 1, angle 2
   10. Response Variable  9 = wall temperature: location 1, angle 3
   11. Response Variable 10 = wall temperature: location 1, angle 1
   12. Response Variable 11 = wall temperature: location 2, angle 2
   13. Response Variable 12 = wall temperature: location 2, angle 3
Statistical Classification--Multivariate
                            Time Series
To read this file into Dataplot--
   SKIP 25
   READ KAUL.DAT X TAG Y1 TO Y12
   X  TAG   Y1     Y2      Y3      Y4      Y5      Y6      Y7     Y8     Y9     Y10     Y11     Y12     Y13   TRT
-------------------------------------------------------------------------
  0.01 1 378.048 45.7932 26.1660 2.05620 25.0904 25.7871 10.0517 10.1312  9.2396 10.5038 10.2820  9.9965  1
  1.16 1 375.489 32.2226 21.4425 2.04147 25.1676 25.6856  9.7096  9.8471  9.5510  9.9251  9.9552 10.3356  1
  2.29 1 374.583 43.1487 26.7243 2.04922 25.6362 26.0751  9.4924  9.4787  9.0956  9.2904  9.1565  9.5920  1
  3.47 1 373.855 42.9342 26.3420 2.05387 25.6756 26.1317  9.6878  9.5743  9.0395  9.5733  9.2716  9.4126  1
  4.62 1 375.745 42.1755 26.0891 2.04612 25.3006 25.9215  9.6792  9.8286  9.2858  9.8826  9.7055  9.8266  1
  5.79 1 373.241 37.4101 26.5109 2.02079 25.5604 25.9874  9.2374  9.3520  9.0448  9.1440  9.0403  9.4176  1
  6.92 1 375.025 44.1443 25.7462 2.01407 25.5587 26.1027  9.9048  9.7970  8.8469  9.4716  9.2087  9.3601  1
  8.10 1 375.581 40.8786 25.6006 2.04896 25.3300 25.9137  9.6222  9.8676  9.2323 10.0231  9.7949 10.0094  1
  9.24 1 374.313 38.5920 24.8931 2.02596 25.4764 25.9757  9.5342  9.6429  9.0895  9.4554  9.2823  9.6599  1
 10.41 1 375.580 46.3391 27.6896 2.01200 25.5332 26.1003  9.7810  9.7341  8.7418  9.3150  8.8439  8.9362  1
 11.54 1 373.813 44.6507 27.4106 2.01536 25.7199 26.1502  9.6255  9.5439  8.9076  9.4420  9.1473  9.5178  1
 12.72 1 376.398 44.1829 26.3789 2.01149 25.3224 25.9503  9.9038  9.8848  9.1567  9.8572  9.6761  9.9950  1
 13.86 1 374.708 39.9589 26.7848 2.02544 25.5031 25.9557  9.7159  9.7818  8.9302  9.2199  8.9233  9.2866  1
 15.03 1 374.428 40.0902 25.2738 2.02751 25.3322 25.8710  9.7658  9.7463  9.0636  9.6477  9.5292  9.6733  1
 16.17 1 375.322 44.0373 24.0334 2.02105 25.4691 26.1239  9.7937  9.7640  8.7157  9.8479  9.4942  9.5829  1
 17.34 1 376.201 34.4270 24.4190 2.02622 25.1698 25.7764  9.7934 10.0076  9.5555 10.3523 10.2430 10.4853  1
 18.48 1 375.357 41.7940 26.5046 1.98952 25.5195 26.0003  9.5821  9.6325  9.1636  9.3918  9.2112  9.5583  1
 19.65 1 373.455 40.6499 26.5164 2.01976 25.6375 26.0544  9.4103  9.4422  9.0126  9.3327  9.1864  9.3854  1
 20.78 1 376.702 42.7672 26.5517 2.03113 25.1823 25.8430 10.0129  9.9917  9.3598 10.2329  9.9773 10.0175  1
 21.96 1 372.224 41.2654 27.3055 2.03268 25.7197 26.1244  9.2980  9.2932  8.8614  8.9418  8.9302  9.3086  1
 23.10 1 374.878 38.6652 24.8766 2.02312 25.2487 25.8671  9.7764  9.8314  9.1179  9.7319  9.7258  9.8681  1
 24.27 1 374.337 42.1559 27.5372 1.99960 25.7155 26.1544  9.4911  9.5525  8.8888  9.4797  9.1953  9.4688  1
 25.41 1 378.515 45.1446 24.9821 2.02699 25.0949 25.7947 10.1671 10.2253  9.3208 10.3996 10.2212 10.2972  1
 26.58 1 375.509 38.7054 27.5294 2.02984 25.3219 25.8266  9.6716  9.6723  9.5393  9.8975  9.7384 10.0547  1
 27.72 1 374.553 46.9766 26.8140 2.03733 25.5381 26.0778  9.8846  9.8828  8.8243  9.4584  9.1580  9.1785  1
 28.90 1 376.184 43.8777 26.8889 2.03423 25.3109 25.9579  9.7992  9.7769  9.2008 10.0314  9.7985  9.7217  1
 30.03 1 373.537 35.8840 24.9916 2.02725 25.4891 25.9586  9.5565  9.5322  9.1694  9.3882  9.3403  9.7146  1
 31.20 1 376.779 48.8975 28.3114 2.01666 25.4532 26.0534  9.8747  9.8762  8.9664  9.8486  9.4810  9.4219  1
 32.34 1 376.155 45.8562 27.8394 2.03294 25.3780 25.9593  9.7098  9.9069  9.2120 10.0140  9.6227  9.7433  1
 33.52 1 374.079 44.0042 27.2811 2.01330 25.6292 26.0942  9.5522  9.5408  8.8220  9.3198  8.9208  8.9974  1
 34.65 1 374.941 44.6838 27.4491 2.05542 25.4174 26.0588  9.8101  9.7919  9.0428  9.7823  9.6077  9.7620  1
 35.82 1 374.932 39.2475 25.8619 2.01562 25.4076 25.9710  9.6280  9.7390  9.1154  9.5020  9.3581  9.6554  1
 36.96 1 374.001 40.6148 26.7719 2.01045 25.4505 25.9281  9.4323  9.4481  9.2168  9.4617  9.2729  9.5000  1
 38.14 1 374.176 40.8866 23.9671 2.01743 25.4953 26.0037  9.6029  9.5976  8.9977  9.4516  9.2899  9.4937  1
 39.27 1 377.197 39.7881 22.1079 2.03165 25.1331 25.7966  9.8390 10.0504  9.2746 10.3257 10.1048 10.1962  1
 40.44 1 374.561 44.7383 27.0948 2.04560 25.5897 26.0664  9.5570  9.6401  8.9895  9.3723  9.0377  9.3167  1
 41.58 1 378.039 37.9871 22.5292 2.03087 24.8981 25.5968 10.1274 10.2949  9.4280 10.4621 10.2870 10.4087  1
 42.75 1 373.990 40.1970 26.9134 2.03010 25.4975 25.9908  9.4785  9.5218  9.1945  9.5401  9.3271  9.6351  1
 43.89 1 376.834 42.3774 24.5001 2.03811 25.2737 25.8932  9.7719  9.9053  9.1981 10.1891  9.9735 10.1043  1
 45.06 1 373.813 32.3702 25.1937 2.03035 25.4652 25.8381  9.2196  9.3325  9.4285  9.5983  9.5654 10.0370  1
 46.20 1 375.509 48.0706 25.2573 2.01123 25.4541 26.0098  9.9681 10.0350  8.5999  9.4268  9.0433  9.0854  1
 47.37 1 376.745 33.1983 24.6709 2.04638 25.1681 25.6829  9.7726  9.9398  9.4775 10.3402 10.1820 10.5493  1
 48.50 1 372.018 42.7941 27.4885 2.00348 25.8582 26.1617  9.1291  9.1854  8.5755  8.7769  8.0464  8.5092  1
