This is Dataplot data file   DORKO17.DAT
Phase 1: GASIE Sulfur Dioxide Study (Lewes, Delaware, 9/94)
         (Final Data Set)
NIST Contact: Bill Dorko
Response Variable = SO2 Concentration (in parts per trillion)
Number of observations = 920
Number of variables    =   7
Order of variables on a line image--
   1. Response Variable = Measured Sulfur Dioxide concentration (ppt)
   2. Factor 1 = Experiment (1 to 6)
                    1 <== I    (1 to 25)
                    2 <== IIa  (26 to 50)
                    3 <== IIIa (51 to 70)
                    4 <== IIIb (71 to 90)
                    5 <== IIb  (91 to 105)
                    6 <== IV   (106 to 115)
   3. Factor 2 = Laboratory (1 to 8) (where lab 8 = the set point)
   4. Factor 3 = Day        (1 to 5)
   5. Factor 4 = Time of Day (1 to 5)
   6. Factor 5 = Time Period (1 to 115)
   7. Factor 6 = Coded Concentration (1 to 7)
                    1 <==   0
                    2 <==  18
                    3 <==  41
                    4 <==  64
                    5 <== 260
                    6 <== 501
                    7 <== 127
   8. Factor 7 = Interferent (1 to 7)
                    1 = none & dry
                    2 = none & 35% rel. humidity
                    3 = none & 55% rel. humidity
                    4 = none & 70% rel. humidity
                    5 = NOX & O3 & dry
                    6 = Carbon Gases & DiMethylSulfide & Dry
                    7 = diluted ambient air
Note: some data was not detected     (Y coded as 0)
      some data was "missing"        (Y coded as -900)
Statistical Category: multi-factor
Note: the experiment was designed as a truncated Latin Square;
      unfortunately, for each lab, readings 24 & 25 differed from design.
To read this into Dataplot--
   SKIP 50
   READ DORKO17.DAT Y EXP LAB DAY TOD TIMEPERI CODECONC DILUFACT INTER
 
 
   Y           X1     X2     X3     X4      X5     X6        X7
Measured Exp    Lab   Day   ToD    Time   Coded  Dilution Interferenct
 Conc                             Period   Conc   Factor
------------------------------------------------------------------
  10      1      1      1      1      1      3      1         1
 150      1      1      1      2      2      5      1         1
  12      1      1      1      3      3      2      1         1
 286      1      1      1      4      4      6      1         1
  41      1      1      1      5      5      4      1         1
 164      1      1      2      1      6      5      1         1
  24      1      1      2      2      7      2      1         1
   5      1      1      2      3      8      1      1         1
  71      1      1      2      4      9      4      1         1
 376      1      1      2      5     10      6      1         1
 369      1      1      3      1     11      6      1         1
   8      1      1      3      2     12      3      1         1
  50      1      1      3      3     13      4      1         1
  26      1      1      3      4     14      2      1         1
   8      1      1      3      5     15      1      1         1
  54      1      1      4      1     16      4      1         1
 472      1      1      4      2     17      6      1         1
  45      1      1      4      3     18      3      1         1
   4      1      1      4      4     19      1      1         1
 245      1      1      4      5     20      5      1         1
   7      1      1      5      1     21      1      1         1
  51      1      1      5      2     22      4      1         1
 209      1      1      5      3     23      5      1         1
  93      1      1      5      4     24      7      1         1
 392      1      1      5      5     25      6      1         1
  60      1      2      1      1      1      3      1         1
 227      1      2      1      2      2      5      1         1
  36      1      2      1      3      3      2      1         1
 476      1      2      1      4      4      6      1         1
  73      1      2      1      5      5      4      1         1
 230      1      2      2      1      6      5      1         1
  24      1      2      2      2      7      2      1         1
   0      1      2      2      3      8      1      1         1
  80      1      2      2      4      9      4      1         1
 440      1      2      2      5     10      6      1         1
 416      1      2      3      1     11      6      1         1
  35      1      2      3      2     12      3      1         1
  28      1      2      3      3     13      4      1         1
  15      1      2      3      4     14      2      1         1
   0      1      2      3      5     15      1      1         1
  38      1      2      4      1     16      4      1         1
 412      1      2      4      2     17      6      1         1
  37      1      2      4      3     18      3      1         1
   7      1      2      4      4     19      1      1         1
 214      1      2      4      5     20      5      1         1
  13      1      2      5      1     21      1      1         1
