44.7   1   1.7   45.9   11   35.0   46.5   21   68.3
44.7   2   5.0   45.9   12   38.3   46.5   22   71.7
45.0   3   8.3   45.9   13   41.7   46.5   23   75.0
45.1   4  11.7   46.0   14   45.0   46.7   24   78.3
45.3   5  15.0   46.0   15   48.3   46.7   25   81.7
45.3   6  18.3   46.1   16   51.7   47.0   26   85.0
45.4   7  21.7   46.2   17   55.0   47.2   27   88.3
45.7   8  25.0   46.2   18   58.3   47.4   28   91.7
45.8   9  28.3   46.3   19   61.7   48.1   29   95.0
45.8  10  31.7   46.4   20   65.0   50.6   30   98.3
 
 
 
 
 
 
 
New Neutral
47.2  47.2  46.0  46.7  46.2  45.9  48.2  46.4  45.6  47.4  46.6  47.9  47.9  47.6  49.1
46.6  47.7  47.1  47.8  45.7  47.3  48.0  46.4  47.4  47.6  47.0  47.6  47.7  47.0  48.1
 
New Black
46.8  46.3  46.6  46.6  47.0  46.8  46.8  46.7  46.4  47.8  48.8  48.3  47.6  46.4  48.3
47.1  47.0  47.2  47.2  47.5  47.4  46.7  47.7  47.2  46.2  47.9  50.4  49.6  47.0  46.1
 
Old Natural
45.1  45.0  46.2  46.0  47.0  46.5  45.8  46.7  46.5  45.8  45.4  50.6  47.2  46.3  45.9
46.2  46.7  48.1  45.3  45.9  44.7  44.7  45.9  45.3  46.1  45.7  46.0  46.5  46.4  47.4
 
 
 
 
 
 
 
 1   83   22914   0.36   0.36
 2   35   22914   0.15   0.51
 3   23   22914   0.10   0.61
 4   15   22914   0.07   0.68
 5   22   22914   0.10   0.78
 6   16   22914   0.07   0.85
 7   13   22911   0.06   0.91
 8   12   22875   0.05   0.96
 9   15   22851   0.07   1.03
10   15   22822   0.07   1.10
11   24   22785   0.11   1.21
12   12   22745   0.05   1.26
13    7    2704   0.26   1.52
14   11    2690   0.41   1.93
15   15    2673   0.56   2.49
16    6    2660   0.23   2.72
17    8    2632   0.30   3.02
18    9    2610   0.34   0.36
19    9    2583   0.35   3.71
20    5    2519   0.20   3.91
21    6    2425   0.25   4.16
22    6    2306   0.26   4.42
23    6    2188   0.27   4.69
24    5    2050   0.24   4.93
25    7     862   0.81   5.74
26    5     845   0.59   6.33
27    5     817   0.61   6.94
28    6     718   0.84   7.78
29    3     590   0.51   8.29
 
 
 
 
 
 
 
 7228   1764   1175    600
 7228   2436   1175    744
 7228   2436   1521    744
 8448   2436   1569    744
 9167   2436   1617    912
 9167   2436   1665   1128
 9167   3108   1665   1320
 9167   3108   1713   1464
10511   3108   1761   1608
10511   3108   1953   1896
 
 
 
 
 
 
 
 
45.0   44.9   46.2   45.2
45.1   44.7   46.5   45.5
45.4   45.8   46.5   46.0
45.9   45.3   46.8   46.1
45.9   45.8   47.0   45.5
46.0   45.2   50.6   50.0
 
 
 
 
 
 
 
 
OLD
 1    57.5    4
 2    77.8    8
 3    88.0   12
 4    96.9   16
 5    98.4   20
 6   100.3   24
 7   100.8   28
 8   102.1   32
 9   103.3   36
10   103.4   40
11   105.3   44
12   105.4   48
13   122.6   52
14   139.3   56
15   143.9   60
16   148.0   64
17   151.3   68
18   161.1+   X
19   161.2+   X
20   161.2+   X
21   162.4+   X
22   162.7+   X
23   163.1+   X
24   176.8+   X
 
X  Removed from test before failure.
 
NEW
 
 1    72.4    7.7
 2    78.6   15.4
 3    81.2   23.1
 4    94.0   30.8
 5   120.1   38.5
 6   126.3   46.2
 7   127.2   53.8
 8   128.7   61.5
 9   141.9   69.2
10   164.1+   X
11   164.1+   X
12   164.1+   X
 
 
 
 
 
 
70     450    1.4     1.4
69     460+
68    1150    1.5     2.9
67    1150    1.5     4.4
66    1560+
65    1600    1.5     5.9
64    1660+
63    1850+
62    1850+
61    1850+
60    1850+
59    1850+
58    2030+
57    2030+
56    2030+
55    2070    1.8     7.7
54    2070    1.9     9.6
53    2080    1.9    11.5
52    2200+
51    3000+
50    3000+
49    3000+
48    3000+
47    3100    2.1    13.6
46    3200+
45    3450    2.2    15.8
44    3750+
43    3750+
42    4150+
41    4150+
40    4150+
39    4150+
38    4300+
37    4300+
36    4300+
35    4300+
34    4600    2.9    18.7
33    4850+
32    4850+
31    4850+
30    4850+
29    5000+
28    5000+
27    5000+
26    6100+
25    6100    4.0    22.7
24    6100+
23    6100+
22    6300+
21    6450+
20    6450+
19    6700+
18    7450+
17    7800+
16    7800+
15    8100+
14    8100+
13    8200+
12    8500+
11    8500+
10    8500+
 9    8750+
 8    8750   12.5    35.2
 7    8750+
 6    9400+
 5    9900+
 4   10100+
 3   10100+
 2   10100+
 1   11500+
