THIS IS DATAPLOT DATA FILE     SMALL14.DAT
JOHN SMALL ?
ASBESTOS MEASUREMENTS?
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
----------------------------
  10    1.50   4      6090
  10    1.50   5      7949
  10    1.50   6     10085
  10    1.50  21     40311
  10    1.50  23     45188
  10    1.50  24     47624
  10    1.50  25     50950
  10    1.50  26     52441
  10    1.50  27     55006
  10    1.50  28     57544
  10    1.50  29     61273
  10    1.50  30     63801
  10    1.50  46     91469
  10    1.50  51     95646
  10    1.50  52     97510
  10    2.00   4      4045
  10    2.00   5      5417
  10    2.00   6      6757
  10    2.00  12     15515
  10    2.00  13     17110
  10    2.00  21     27836
  10    2.00  22     29079
  10    2.00  24     32637
  10    2.00  25     34226
  10    2.00  48     63340
  10    2.00  65     83959
  10    2.00  69     81649
  10    2.00  92     96975
  10    2.60   4      2775
  10    2.60   5      3806
  10    2.60   6      4946
  10    2.60  13     12164
  10    2.60  14     12682
  10    2.60  21     20265
  10    2.60  23     22073
  10    2.60  24     23364
  10    2.60  25     24612
  10    2.60  26     25393
  10    2.60  27     26361
  10    2.60  29     29009
  10    2.60  30     29624
  10    2.60  32     31442
  10    2.60  34     33610
  10    2.60  39     37749
  10    2.60  51     48701
  10    2.60  52     49188
  10    2.60  65     59369
  10    2.60  66     60848
  10    2.60  72     65612
  10    2.60  74     66581
  10    3.00   4      2216
  10    3.00   5      2892
  10    3.00   6      3617
  10    3.00  12      8746
  10    3.00  14     10300
  10    3.00  21     16405
  10    3.00  22     16924
  10    3.00  23     17960
  10    3.00  24     18624
  10    3.00  25     19448
  10    3.00  26     20342
  10    3.00  27     21263
  10    3.00  28     22312
  10    3.00  29     23520
  10    3.00  30     24133
  10    3.00  32     25481
  10    3.00  33     25971
  10    3.00  34     27704
  10    3.00  39     30579
  10    3.00  40     30960
  10    3.00  41     31573
  10    3.00  51     40569
  10    3.00  52     40736
  10    3.00  65     48787
  10    3.00  66     49898
  10    3.00  72     53483
  10    3.00  73     55049
  10    3.00  74     56698
  10    3.00  76     57067
  10    3.00  77     57627
  10    3.60   4      1486
  10    3.60   5      2040
  10    3.60   6      2577
  10    3.60  12      6363
  10    3.60  13      7013
  10    3.60  22     12799
  10    3.60  23     13492
  10    3.60  25     14494
  10    3.60  26     15283
  10    3.60  27     15840
  10    3.60  28     16587
  10    3.60  29     17448
  10    3.60  30     17807
  10    3.60  32     19082
  10    3.60  33     19608
  10    3.60  34     19943
  10    3.60  39     23264
  10    3.60  40     23594
  10    3.60  41     24208
  10    3.60  42     24814
  10    3.60  45     26007
  10    3.60  65     37190
  10    3.60  66     37931
  10    3.60  72     40908
  10    3.60  75     44897
  10    3.60  76     45224
  10    3.60  77     45404
  10    3.60  78     45776
  10    3.60  79     45221
  10    4.60   4       898
