This is Dataplot data file     BENNETT5.DAT
Superconductivity Magnetization Modeling
Larry Bennett, Lyden Swartzendruber, Henrietta Brown
Date--April 1994
Number of observations = 154
Number of variables per line image = 3
Order of variables on a line image--
   1. Y = Response Variable = Magnetism M(t)
   2. Factor 1 = Log Time (loge minutes)
   3. Factor 2 = Data Set (fixed at set 102)
   4. Factor 3 = Temperature (fixed at 10 degrees Kelvin)
Theoretical Model--Y = a*(b + x)**(-1/mu) = a0 + a1 / (x - c)**d
Theoretical mu = 7/9
To read this into Dataplot--
   DIMENSION 20 VARIABLES
   SKIP 25
   READ BENNETT6.DAT Y X
 
 
 
 
 
 
    Y              X          Date     Temp
--------------------------------------------
 -34.834702       7.447168     102       10
 -34.393200       8.102586     102       10
 -34.152901       8.452547     102       10
 -33.979099       8.711278     102       10
 -33.845901       8.916774     102       10
 -33.732899       9.087155     102       10
 -33.640301       9.232590     102       10
 -33.559200       9.359535     102       10
 -33.486801       9.472166     102       10
 -33.423100       9.573384     102       10
 -33.365101       9.665293     102       10
 -33.313000       9.749461     102       10
 -33.260899       9.827092     102       10
 -33.217400       9.899128     102       10
 -33.176899       9.966321     102       10
 -33.139198      10.029280     102       10
 -33.101601      10.088510     102       10
 -33.066799      10.144430     102       10
 -33.035000      10.197380     102       10
 -33.003101      10.247670     102       10
 -32.971298      10.295560     102       10
 -32.942299      10.341250     102       10
 -32.916302      10.384950     102       10
 -32.890202      10.426820     102       10
 -32.864101      10.467000     102       10
 -32.841000      10.505640     102       10
 -32.817799      10.542830     102       10
 -32.797501      10.578690     102       10
 -32.774300      10.613310     102       10
 -32.757000      10.646780     102       10
 -32.733799      10.679150     102       10
 -32.716400      10.710520     102       10
 -32.699100      10.740920     102       10
 -32.678799      10.770440     102       10
 -32.661400      10.799100     102       10
 -32.644001      10.826970     102       10
 -32.626701      10.854080     102       10
 -32.612202      10.880470     102       10
 -32.597698      10.906190     102       10
 -32.583199      10.931260     102       10
 -32.568699      10.955720     102       10
 -32.554298      10.979590     102       10
 -32.539799      11.002910     102       10
 -32.525299      11.025700     102       10
 -32.510799      11.047980     102       10
 -32.499199      11.069770     102       10
 -32.487598      11.091100     102       10
 -32.473202      11.111980     102       10
 -32.461601      11.132440     102       10
 -32.435501      11.152480     102       10
 -32.435501      11.172130     102       10
 -32.426800      11.191410     102       10
 -32.412300      11.210310     102       10
 -32.400799      11.228870     102       10
 -32.392101      11.247090     102       10
 -32.380501      11.264980     102       10
 -32.366001      11.282560     102       10
 -32.357300      11.299840     102       10
 -32.348598      11.316820     102       10
 -32.339901      11.333520     102       10
 -32.328400      11.349940     102       10
 -32.319698      11.366100     102       10
 -32.311001      11.382000     102       10
 -32.299400      11.397660     102       10
 -32.290699      11.413070     102       10
 -32.282001      11.428240     102       10
 -32.273300      11.443200     102       10
 -32.264599      11.457930     102       10
 -32.256001      11.472440     102       10
 -32.247299      11.486750     102       10
 -32.238602      11.500860     102       10
 -32.229900      11.514770     102       10
 -32.224098      11.528490     102       10
 -32.215401      11.542020     102       10
 -32.203800      11.555380     102       10
 -32.198002      11.568550     102       10
 -32.189400      11.581560     102       10
 -32.183601      11.594420     102       10
 -32.174900      11.607121     102       10
 -32.169102      11.619640     102       10
 -32.163300      11.632000     102       10
 -32.154598      11.644210     102       10
 -32.145901      11.656280     102       10
 -32.140099      11.668200     102       10
 -32.131401      11.679980     102       10
 -32.125599      11.691620     102       10
 -32.119801      11.703130     102       10
 -32.111198      11.714510     102       10
 -32.105400      11.725760     102       10
 -32.096699      11.736880     102       10
 -32.090900      11.747890     102       10
 -32.088001      11.758780     102       10
 -32.079300      11.769550     102       10
 -32.073502      11.780200     102       10
 -32.067699      11.790730     102       10
 -32.061901      11.801160     102       10
 -32.056099      11.811480     102       10
 -32.050301      11.821700     102       10
 -32.044498      11.831810     102       10
 -32.038799      11.841820     102       10
 -32.033001      11.851730     102       10
 -32.027199      11.861550     102       10
 -32.024300      11.871270     102       10
 -32.018501      11.880890     102       10
 -32.012699      11.890420     102       10
 -32.004002      11.899870     102       10
 -32.001099      11.909220     102       10
 -31.995300      11.918490     102       10
 -31.989500      11.927680     102       10
 -31.983700      11.936780     102       10
 -31.977900      11.945790     102       10
 -31.972099      11.954730     102       10
 -31.969299      11.963590     102       10
 -31.963501      11.972370     102       10
 -31.957701      11.981070     102       10
 -31.951900      11.989700     102       10
 -31.946100      11.998260     102       10
 -31.940300      12.006740     102       10
 -31.937401      12.015150     102       10
 -31.931601      12.023490     102       10
 -31.925800      12.031760     102       10
 -31.922899      12.039970     102       10
 -31.917101      12.048100     102       10
 -31.911301      12.056170     102       10
 -31.908400      12.064180     102       10
 -31.902599      12.072120     102       10
 -31.896900      12.080010     102       10
 -31.893999      12.087820     102       10
 -31.888201      12.095580     102       10
 -31.885300      12.103280     102       10
 -31.882401      12.110920     102       10
 -31.876600      12.118500     102       10
 -31.873699      12.126030     102       10
 -31.867901      12.133500     102       10
 -31.862101      12.140910     102       10
 -31.859200      12.148270     102       10
 -31.856300      12.155570     102       10
 -31.850500      12.162830     102       10
 -31.844700      12.170030     102       10
 -31.841801      12.177170     102       10
 -31.838900      12.184270     102       10
 -31.833099      12.191320     102       10
 -31.830200      12.198320     102       10
 -31.827299      12.205270     102       10
 -31.821600      12.212170     102       10
 -31.818701      12.219030     102       10
 -31.812901      12.225840     102       10
 -31.809999      12.232600     102       10
 -31.807100      12.239320     102       10
 -31.801300      12.245990     102       10
 -31.798401      12.252620     102       10
 -31.795500      12.259200     102       10
 -31.789700      12.265750     102       10
 -31.786800      12.272240     102       10
