FIRE RESEARCH OBSCURATION DATA
WARREN HAYES
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
     .000    .000    .000    .000    .000    .000    .000    .000
   12.000    .000    .000    .000    .000    .000    .000    .000
   20.000    .001    .001    .001    .000    .000    .000    .000
   32.000    .000    .001    .001    .000    .000    .000    .000
   40.000    .017    .086    .054    .033    .024    .013    .011
   52.000    .899    .725    .502    .317    .235    .169    .159
   60.000   2.339   1.349   1.021    .666    .496    .360    .340
   72.000   1.765   1.824   1.512   1.025    .765    .556    .526
   80.000   1.826   1.927   1.754   1.339   1.020    .747    .707
   92.000   1.741   2.037   1.911   1.604   1.260    .932    .884
  100.000   1.745   2.026   1.960   1.779   1.468   1.109   1.053
  112.000   1.745   2.037   1.978   1.875   1.633   1.271   1.212
  120.000   1.760   2.026   1.978   1.918   1.757   1.416   1.357
  132.000   1.797   1.951   1.943   1.903   1.810   1.530   1.477
  140.000   1.809   1.935   1.919   1.889   1.828   1.617   1.574
  152.000   1.864   1.882   1.861   1.855   1.828   1.672   1.640
  160.000   1.878   1.855   1.849   1.836   1.816   1.701   1.679
  172.000   2.002   1.726   1.735   1.754   1.752   1.680   1.675
  180.000   1.965   1.754   1.726   1.717   1.715   1.668   1.659
  192.000   2.132   1.517   1.557   1.595   1.613   1.597   1.596
  200.000   2.365   1.557   1.568   1.574   1.581   1.570   1.565
  212.000   1.676   1.443   1.417   1.430   1.447   1.456   1.457
  220.000   1.809   1.554   1.525   1.500   1.491   1.479   1.482
  232.000   1.564   1.395   1.437   1.461   1.468   1.458   1.459
  240.000   1.406   1.307   1.307   1.328   1.345   1.355   1.357
  252.000   1.489   1.220   1.242   1.267   1.285   1.298   1.302
  260.000   1.207   1.086   1.111   1.149   1.172   1.195   1.199
  272.000    .796    .937    .959   1.000   1.030   1.061   1.068
  280.000   1.419   1.223   1.184   1.141   1.129   1.124   1.125
  292.000   1.175   1.058   1.076   1.090   1.093   1.095   1.096
  300.000    .868    .939    .955    .984   1.001   1.016   1.020
  312.000    .903    .899    .912    .934    .950    .964    .968
  320.000   1.080    .900    .913    .924    .932    .941    .943
  332.000    .849    .737    .769    .808    .831    .852    .856
  340.000    .676    .723    .730    .752    .770    .790    .793
  352.000    .861    .830    .799    .780    .780    .785    .786
  360.000    .849    .814    .827    .820    .814    .808    .807
  372.000    .714    .707    .712    .730    .740    .749    .749
  380.000    .756    .720    .730    .736    .741    .743    .744
  392.000    .618    .632    .657    .681    .694    .702    .704
  400.000    .591    .575    .594    .619    .634    .648    .650
  412.000    .542    .519    .526    .545    .561    .578    .581
  420.000    .431    .438    .452    .475    .492    .512    .514
  432.000    .432    .438    .440    .449    .460    .474    .476
  440.000    .476    .464    .463    .460    .463    .467    .468
  452.000    .362    .379    .390    .406    .416    .426    .427
  460.000    .339    .317    .332    .351    .365    .378    .380
  472.000    .296    .320    .323    .331    .340    .349    .350
  480.000    .240    .252    .263    .281    .293    .305    .306
  492.000    .280    .292    .282    .279    .283    .288    .289
  500.000    .352    .347    .331    .315    .309    .304    .304
  512.000    .334    .340    .347    .342    .334    .325    .323
  520.000    .264    .278    .288    .300    .304    .303    .302
  532.000    .240    .242    .247    .259    .267    .271    .271
  540.000    .202    .192    .204    .219    .229    .237    .238
  552.000    .200    .210    .203    .205    .210    .215    .216
  560.000    .172    .186    .192    .197    .200    .203    .203
  572.000    .174    .184    .186    .189    .192    .193    .192
  580.000    .165    .168    .171    .176    .179    .180    .180
  592.000    .145    .145    .147    .153    .158    .160    .160
  600.000    .145    .136    .140    .144    .147    .148    .148
  612.000    .128    .122    .122    .125    .129    .131    .131
  620.000    .130    .127    .124    .123    .124    .124    .123
  632.000    .112    .115    .115    .117    .117    .116    .116
  640.000    .102    .107    .108    .111    .112    .110    .109
  652.000    .109    .101    .102    .104    .105    .103    .102
  660.000    .093    .090    .094    .098    .099    .097    .097
  672.000    .112    .105    .102    .101    .100    .097    .095
  680.000    .123    .119    .117    .113    .109    .103    .101
  692.000    .090    .096    .100    .103    .103    .099    .097
  700.000    .080    .080    .084    .090    .091    .089    .088
  712.000    .071    .068    .071    .075    .078    .077    .076
  720.000    .062    .060    .062    .066    .068    .067    .066
  732.000    .050    .050    .051    .054    .057    .056    .056
  740.000    .053    .052    .052    .053    .053    .052    .051
  752.000    .055    .055    .053    .053    .052    .049    .048
  760.000    .047    .047    .049    .050    .050    .047    .045
  772.000    .043    .042    .043    .045    .045    .042    .041
  780.000    .045    .046    .046    .046    .045    .041    .040
  792.000    .042    .045    .045    .045    .044    .040    .038
  800.000    .034    .035    .037    .039    .039    .036    .034
  812.000    .036    .034    .034    .035    .035    .032    .030
  820.000    .034    .033    .033    .033    .033    .029    .028
  832.000    .030    .030    .030    .031    .030    .026    .025
  840.000    .030    .030    .030    .030    .029    .025    .023
  852.000    .025    .026    .027    .028    .027    .023    .021
  860.000    .023    .024    .024    .025    .024    .020    .019
  872.000    .023    .023    .023    .023    .023    .018    .017
  880.000    .023    .024    .024    .024    .023    .018    .017
  892.000    .021    .020    .021    .021    .021    .016    .015
  900.000    .017    .019    .019    .019    .018    .014    .013
  912.000    .021    .022    .021    .020    .019    .014    .012
  920.000    .024    .024    .024    .022    .021    .015    .014
