This is Dataplot data file     OCHOA2.DAT
Minimization of Gas Metal Arc Welding (GMAW) Spatter
2**(8-3) Fractional Factorial Design with 3 "Center" Points
Juan E. Ochoa-Saldivar (NIST: xxx)
Number of observations             = 35 (= 32 + 3)
Number of variables per line image =  9 (= 8 + 1)
Order of variables on a line image--              -1   "0"  +1
   1. Response 1 = Burn Through            (1,2,3   = none,medium,severe)
   2. Response 2 = Spatter                 (1,2,3,4 = below normal,normal (= 35 mm),
                                                      above normal, severe)
   3. Response 3 = Surface Appearance      (1,2,3   = concave, normal (= flat), convex)
   4. Response 4 = Weld Path Repeatability (1,2     = on track,off track)
   5. Response 5 = # of Small  Spatter on Workpiece
   6. Response 6 = # of Medium Spatter on Workpiece
   7. Response 7 = # of Large  Spatter on Workpiece
   8. Response 8 = Total # of  Spatter on Workpiece
                                                       -1   "0"  +1
   9. Factor   1 = Voltage                 (3 levels:  19,  21,  21)
  10. Factor   2 = Amp = Wire Feed Rate    (3 levels: 145, 155, 155)
  11. Factor   3 = Travel Speed            (3 levels:  85,  85, 100)
  12. Factor   4 = Travel Angle            (3 levels:  20,  27,  27)
  13. Factor   5 = Work Angle              (3 levels:  45,  60,  60)
  14. Factor   6 = CTWD                    (3 levels:  10,  10,  13)
  15. Factor   7 = Torch Offset            (3 levels:   0,   2,   2)
  16. Factor   8 = Gas Mixture             (3 levels:   5,   5,  10)

  17. Factor   9 = Random Run Sequence

Note--This is not the Box, Hunter, & Hunter p. 410 2**(8-3) design.
      This design was created via   6 = 123, 7 = 134, 8 = 1245.

To read this file into Dataplot--
   DIMENSION 40 VARIABLES
   SKIP 50
   READ OCHOA.DAT Y1 TO Y8 X1 TO X8 SEQ












BT SP SAW PR  SPS SPM SPL SPT       V WFS  TS  TA  WA CTWD TOJ GM  SEQ
Y1 Y2 Y3 Y4    Y5  Y6  Y7  Y8      X1  X2  X3  X4  X5  X6  X7  X8  SEQ
-----------------------------------------------------------------------
 1  3  3  1    2   2   0   4       -1  -1  -1  -1  -1  -1  -1  +1   19
 1  3  1  2    0   3   1   4       +1  -1  -1  -1  -1  +1  +1  -1   16
 3  4  3  1    3   0   0   3       -1  +1  -1  -1  -1  +1  -1  -1    3
 1  2  1  1    6   2   0   8       +1  +1  -1  -1  -1  -1  +1  +1   11
 1  3  1  2    6   0   1   7       -1  -1  +1  -1  -1  +1  +1  +1   23
 2  2  3  1    6   0   0   6       +1  -1  +1  -1  -1  -1  -1  -1    4
 1  2  1  2    5   0   0   5       -1  +1  +1  -1  -1  -1  +1  -1   27
 3  3  1  1    3   2   0   5       +1  +1  +1  -1  -1  +1  -1  +1   14
 1  4  1  2    5   0   1   6       -1  -1  -1  +1  -1  -1  +1  -1   24
 2  4  3  1    0   0   3   3       +1  -1  -1  +1  -1  +1  -1  +1    7
 1  3  1  2    7   2   2  11       -1  +1  -1  +1  -1  +1  +1  +1   21
 1  3  3  1    2   0   3   5       +1  +1  -1  +1  -1  -1  -1  -1    6
 1  3  3  1    2   0   0   2       -1  -1  +1  +1  -1  +1  -1  -1   32
 1  3  1  1    6   4   2  12       +1  -1  +1  +1  -1  -1  +1  +1   33
 1  2  3  1    4   0   1   5       -1  +1  +1  +1  -1  -1  -1  +1    2
 1  4  2  2    5   1   1   7       +1  +1  +1  +1  -1  +1  +1  -1   30
 1  1  3  1    5   0   0   5       -1  -1  -1  -1  +1  -1  -1  -1   12
 1  1  1  1    4   0   2   6       +1  -1  -1  -1  +1  +1  +1  +1   26
 1  1  3  1    0   4   1   5       -1  +1  -1  -1  +1  +1  -1  +1   13
 1  2  1  1    5   0   0   5       +1  +1  -1  -1  +1  -1  +1  -1   29
 1  2  3  1    3   0   0   3       -1  -1  +1  -1  +1  +1  +1  -1   28
 1  2  3  1    1   0   0   1       +1  -1  +1  -1  +1  -1  -1  +1   10
 1  1  3  1    7   1   0   8       -1  +1  +1  -1  +1  -1  +1  +1    5
 3  2  1  1    2   0   0   2       +1  +1  +1  -1  +1  +1  -1  -1   25
 2  2  3  1    6   2   3  11       -1  -1  -1  +1  +1  -1  +1  +1   34
 1  3  3  1    5   0   0   5       +1  -1  -1  +1  +1  +1  -1  -1   15
 1  2  1  2    1   0   0   1       -1  +1  -1  +1  +1  +1  +1  -1    9
 3  4  1  1    2   0   1   3       +1  +1  -1  +1  +1  -1  -1  +1   22
 3  3  1  1    2   0   3   5       -1  -1  +1  +1  +1  +1  -1  +1    8
 1  3  2  1   10   0   1  11       +1  -1  +1  +1  +1  -1  +1  -1   31
 2  4  3  1    4   0   0   4       -1  +1  +1  +1  +1  -1  -1  -1   20
 1  1  1  2    2   0   1   3       +1  +1  +1  +1  +1  +1  +1  +1   17
 1  1  1  1    6   0   2   8        0   0   0   0   0   0   0   0    1
 1  2  1  1    1   0   1   2        0   0   0   0   0   0   0   0   18
 1  2  2  1    3   1   0   4        0   0   0   0   0   0   0   0   35
