only column 2 has been proofread
column 2 = yield stress
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
------------------------------------------------
280     336     354      25.1  36    0.19   587     0.55
286     330     354      23.9  34    0.19   586     0.7
285     336     336      22.9  36    0.19   585     0.58
240     330     350      24.2  32    0.19   577     0.52
242     330     350      25.1  33    0.19   577     0.73
277     318     350      25.3  34    0.19   559     0.5
209     327     343      24.4  40    0.19   570     0.61
203     327     344      24.2  36    0.19   573     0.61
214     327     344      25.2  40    0.19   571     0.61
210     312     345      23.9  35    0.19   573     0.47
210     318     342      24.0  38    0.19   569     0.47
207     327     338      25.3  35    0.19   568     0.36
206     329     355      23.4  37    0.18   584     0.63
209     336     355      23.1  32    0.18   583     0.53
210     330     355      23.3  32    0.18   579     0.67
215     330     353      24.3  36    0.18   580     0.52
216     327     355      23.9  30    0.19   587     0.53
210     328     355      24.2  34    0.19   586     0.47
227     330     350      24.6  36    0.19   579     0.61
230     327     351      23.6  32    0.19   577     0.61
 
229       209    300  28.9     51   0.22   521   0.72
207       209    300  28.9     46   0.22   520   0.94
250       209    300  28.8     48   0.22   522   0.70
240       192    300  27.5   -999   0.22   524   1.11
214       196    300  30       40   0.22   528   0.88
214       211    298  27.9     46   0.2    500   0.72
225       209    299  28.7     44   0.21   513   1.02
234       209    300  29.7     48   0.21   515   0.80
-999      218    309  25     -999   0.21   526   0.99
214       196    302  25     -999   0.21   520   0.94
213       195    300  29.3     44   0.21   518   0.73
248       195    300  27.5     44   0.21   517   0.88
237.048   204    297  28.7     48   0.21   514   0.75
233.705   204    298  29.8     42   0.22   517   1.02
199.722   197    291  27.5   -999   0.22   506   0.74
228.351   195    297  28.9     44   0.22   519   1.88
241.501   195    296  29.2     44   0.22   520   0.75
225.051   200    295  27.5   -999   0.22   518   -999
245.039   204    309  30       41   0.21   534   0.57
237.502   206    311  28.2     42   0.2    535   0.62
 
179  120    280  29.4   45       0.25      514   1.21
192  122    280  30.4   46       0.25      515   1.21
196  120    281  31.2   52       0.26      519   1.05
199  117    281  31.5   50       0.26      522   1.05
181  117    281  31.6   50       0.26      520   1.05
193  121    280  30.8   50       0.25      516   1.21
195  123    280  30     48       0.25      514   1.21
194  123    280  28.9   49       0.25      514   0.92
203  121    280  29     52       0.25      515   0.98
189  119    280  31.7   46       0.26      518   0.98
186  118    279  30.4   46       0.26      514   0.92
178  118    280  30.9   46       0.26      519   0.92
219  121    283  28.8   50       0.25      520   1.13
19*  123    282  29.2   50       0.25      519   1.85
215  122    282  29.6   50       0.25      517   1.85
207  118    282  30     50       0.26      522   1.85
201  119    283  29.5   50       0.25      519   0.92
191  120    283  30.5   50       0.26      526   1.85
198  118    281  38.8   50       0.26      519   0.98
199  123    282  29.1   58       0.26      521   1.21
