+26066 +08354       1001                 
+26109 +07989       1001
+25791 +08203       1001
+25775 +08559       1001
+26062 +08359       1001
+26317 +08469       1001
+26086 +08664       1001
+25807 +08568       1001
+26064 +08357       1001
+26197 +08409       1001
+26315 +08454       1001
+26333 +08376       1001
+26226 +08340       1001
+26239 +08205       1001
+26173 +08175       1001
+26194 +08001       1001
+26119 +07976       1001
+25728 +07840       1002
+25947 +07953       1002
+26046 +07881       1002
+25835 +07773       1002
+26041 +07941       1003
+26052 +07862       1003
+26187 +07761       1003
+26179 +07869       1003
+26056 +07956       1003
+26046 +07870       1003
+26180 +07855       1004
+26202 +07751       1004
+26420 +07834       1004
+26412 +07943       1004
+26346 +07990       1004
+26271 +07967       1004
+26198 +08015       1004
+26139 +07973       1004
+26176 +07860       1005
+26399 +07937       1005
+26177 +07867       1006
+26050 +07954       1006
+26217 +08287       1007
+26326 +08256       1007
+28464 +09135       1007
+28349 +09234       1007
+28314 +09225       1007
+28323 +09268       1007
+28194 +09375       1007
+28183 +09329       1007
+28304 +09221       1007
+28321 +09266       1007
+28451 +09311       1007
+28520 +09136       1007
+28491 +09122       1007
+28473 +09313       1008
+28322 +09442       1008
+28171 +09383       1008
+28318 +09281       1008
+28055 +09450       1008
+26082 +08677       1008
+26325 +08256       1009
+26336 +08198       1009
+28455 +09055       1009
+26415 +07951       1010
+28479 +08804       1010
+28452 +09123       1010
+28353 +09003       1011
+28382 +08775       1011
+28325 +08747       1011
+28286 +08983       1011
+28216 +08945       1011
+28257 +08706       1011
+28188 +08677       1011
+28144 +08920       1011
+28079 +08891       1011
+28103 +08659       1011
+28038 +08630       1011
+28014 +08851       1011
+27943 +08831       1011
+27963 +08610       1011
+27896 +08573       1011
+27868 +08813       1011
+27791 +08765       1011
+27825 +08541       1011
+27762 +08501       1011
+27730 +08747       1011
+27662 +08716       1011
+27683 +08470       1011
+27612 +08450       1011
+27590 +08691       1011
+27507 +08663       1011
+27537 +08422       1011
+27476 +08377       1011
+27448 +08654       1011
+27368 +08598       1011
+27405 +08363       1011
+27335 +08332       1011
+27297 +08566       1011
+27224 +08534       1011
+27258 +08302       1011
+27200 +08279       1011
+27154 +08501       1011
+27077 +08468       1011
+27106 +08240       1011
+27045 +08206       1011
+27019 +08447       1011
+26941 +08413       1011
+26977 +08173       1011
+26907 +08149       1011
+26869 +08382       1011
+26789 +08363       1011
+26824 +08123       1011
+26752 +08095       1011
+26725 +08340       1011
+26649 +08303       1011
+26685 +08057       1011
+26608 +08021       1011
+26582 +08244       1011
+26510 +08234       1011
+26541 +07997       1011
+26468 +07971       1011
+26436 +08222       1011
+26359 +08184       1011
+26388 +07991       1011
+26349 +08007       1011
+26325 +07996       1011
+26281 +08136       1011
+28521 +09130       1012
+28783 +08934       1012
+28761 +08925       1012
+28766 +08874       1012
+28469 +09067       1012
+28475 +08986       1012
+28761 +08801       1012
+28766 +08723       1012
+28463 +08885       1012
+28974 +08799       1013
+28774 +08924       1013
+28783 +08594       1013
+29008 +08449       1013
+28981 +08790       1013
+29100 +08842       1013
+28898 +08983       1013
+28771 +08919       1013
+28973 +08799       1013
+29116 +08837       1013
+29121 +08721       1013
+29049 +08695       1013
+29053 +08469       1013
+29014 +08453       1013
+29248 +08761       1014
+31351 +09619       1014
+31255 +09707       1014
+31095 +09640       1014
+30828 +09746       1014
+30821 +09907       1014
+31077 +09762       1014
+31085 +09644       1014
+31079 +09766       1014
+31372 +09868       1014
+31377 +09625       1014
+31373 +09885       1014
+31109 +10035       1014
+30832 +09921       1014
+28789 +09057       1014
+29240 +08768       1014
+28760 +09047       1015
+28760 +08959       1015
+28779 +08924       1016
+28895 +08985       1016
+29276 +08684       1017
+31371 +09558       1017
+31376 +09621       1017
+29247 +08770       1018
+29247 +08724       1018
+30994 +09159       1019
+30997 +09081       1019
+30937 +09098       1019
+30924 +09204       1019
+31384 +09402       1019
+31373 +09625       1019
+31639 +09455       1019
+31616 +09438       1019
+30994 +09164       1019
+31006 +09057       1019
+31634 +09333       1019
+31622 +09442       1019
+31452 +09263       1020
+31442 +09323       1020
+31480 +09340       1020
+31494 +09285       1020
+31303 +09519       1021
+31319 +09388       1021
+31247 +09343       1021
+31233 +09486       1021
+31160 +09464       1021
+31181 +09337       1021
+31103 +09305       1021
+31099 +09442       1021
+31019 +09402       1021
+31034 +09300       1021
+30967 +09234       1021
+30955 +09378       1021
+30885 +09355       1021
+30900 +09163       1021
+30851 +09095       1021
+30811 +09322       1021
+30745 +09297       1021
+30768 +09061       1021
+30700 +09024       1021
+30664 +09253       1021
+30607 +09233       1021
+30632 +09003       1021
+30557 +08976       1021
+30537 +09212       1021
+30466 +09175       1021
+30497 +08937       1021
+30420 +08916       1021
+30397 +09130       1021
+30319 +09116       1021
