THIS IS DATAPLOT DATA FILE KAHN.DAT
STEEL AXLES EDDY CURRENT ANALYSIS
OBJECTIVE--IDENTIFY EDDY CURRENT MEASUREMENT VARIABLE
        PEAK REAL IMPEDANCE OR FREQUENCY AT PEAK
        WHICH IS MOST HIGHLY CORRELATED WITH DEPTH OF HARDNESS
CONTACT--ERIC LAGERGREN & ARNOLD KAHN
NUMBER OF OBSERVATIONS = 72
ORDER OF VARIABLES ON A LINE IMAGE--
   1. RESPONSE VARIABLE #1 = MEAN PEAK IMPEDANCE
   2. RESPONSE VARIABLE #2 = MEAN PEAK FREQUENCY
   3. RESPONSE VARIABLE #3 = SD PEAK IMPEDANCE
   4. RESPONSE VARIABLE #4 = SD PEAK FREQUENCY
   5. FACTOR 1 = NOMINAL DEPTH (8 LEVELS)
   6. FACTOR 2 = HEAT (3 LEVELS)
   7. FACTOR 3 = LOCATION (3 LEVELS)
TO READ THIS INTO DATAPLOT (AND ANALYZE)--
   SKIP 25
   READ KAHN.DAT MIMP MFREQ SDIMP SDFREQ DEPTH HEAT LOCATION
   CHAR 1 2 3; LINES BL BL BL; X3LABEL AUTOMATIC
   BLOCK PLOT MIMP DEPTH HEAT LOCATION
   BLOCK PLOT MFREQ DEPTH HEAT LOCATION
   BLOCK PLOT SDIMP DEPTH HEAT LOCATION
   BLOCK PLOT SDFREQ DEPTH HEAT LOCATION
 
------------------------------------------------------
  7.77   20.04    0.38    2.49    3.2     1    1
  7.93   18.68    0.10    0.57    3.2     1    2
  7.70   19.22    0.07    0.42    3.2     1    3
  7.63   21.39    0.11    0.78    3.2     2    1
  7.46   21.53    0.14    1.22    3.2     2    2
  7.43   21.42    0.12    0.60    3.2     2    3
  7.72   20.28    0.17    1.17    3.2     3    1
  7.54   20.28    0.10    0.88    3.2     3    2
  7.73   20.15    0.13    1.09    3.2     3    3
  7.62   19.81    0.07    0.52    3.7     1    1
  7.59   19.30    0.10    0.63    3.7     1    2
  7.48   19.86    0.08    0.66    3.7     1    3
  7.36   22.13    0.09    0.60    3.7     2    1
  7.09   23.49    0.07    0.87    3.7     2    2
  7.21   22.67    0.18    1.01    3.7     2    3
  7.51   20.79    0.10    0.83    3.7     3    1
  7.28   20.59    0.07    0.74    3.7     3    2
  7.59   20.46    0.07    0.59    3.7     3    3
  7.36   20.98    0.07    0.46    4.1     1    1
  7.31   20.43    0.04    0.47    4.1     1    2
  7.25   20.83    0.06    0.60    4.1     1    3
  7.23   22.66    0.06    0.71    4.1     2    1
  6.96   23.96    0.08    1.03    4.1     2    2
  7.33   22.27    0.16    0.72    4.1     2    3
  7.35   21.53    0.07    0.76    4.1     3    1
  7.07   21.54    0.08    0.92    4.1     3    2
  7.37   21.28    0.09    0.82    4.1     3    3
  7.25   21.61    0.12    0.87    4.3     1    1
  7.19   21.05    0.05    0.54    4.3     1    2
  7.12   21.60    0.07    0.42    4.3     1    3
  7.17   23.86    0.11    0.94    4.3     2    1
  6.83   25.11    0.06    0.95    4.3     2    2
  7.07   23.67    0.16    1.16    4.3     2    3
  7.26   21.48    0.08    0.74    4.3     3    1
  6.98   21.88    0.05    0.74    4.3     3    2
  7.25   21.69    0.09    0.68    4.3     3    3
  7.07   23.06    0.07    0.67    4.6     1    1
  6.95   22.73    0.05    0.64    4.6     1    2
  6.96   23.08    0.08    0.52    4.6     1    3
  6.97   25.09    0.06    0.60    4.6     2    1
  6.63   26.60    0.07    1.16    4.6     2    2
  6.88   25.33    0.19    1.29    4.6     2    3
  7.00   24.14    0.04    0.82    4.6     3    1
  6.73   24.60    0.05    1.05    4.6     3    2
  7.15   23.28    0.10    1.02    4.6     3    3
  6.92   25.11    0.04    0.50    5.0     1    1
  6.77   24.89    0.03    0.52    5.0     1    2
  6.79   25.09    0.09    0.66    5.0     1    3
  6.86   26.94    0.06    0.72    5.0     2    1
  6.54   28.44    0.05    1.09    5.0     2    2
  6.91   26.57    0.18    1.36    5.0     2    3
  6.92   26.31    0.06    0.69    5.0     3    1
  6.59   27.03    0.03    0.63    5.0     3    2
  6.91   25.95    0.06    0.41    5.0     3    3
  6.90   25.48    0.04    0.46    5.2     1    1
  6.70   25.37    0.03    0.53    5.2     1    2
  6.78   25.54    0.04    0.29    5.2     1    3
  6.78   28.46    0.11    1.32    5.2     2    1
  6.42   30.01    0.05    1.32    5.2     2    2
  6.60   28.79    0.08    1.34    5.2     2    3
  6.82   26.94    0.06    1.02    5.2     3    1
  6.50   27.72    0.04    1.41    5.2     3    2
  6.81   26.73    0.10    0.99    5.2     3    3
  6.85   26.95    0.04    0.47    5.6     1    1
  6.69   27.07    0.02    0.54    5.6     1    2
  6.73   26.85    0.04    0.40    5.6     1    3
  6.71   29.86    0.09    1.36    5.6     2    1
  6.42   31.87    0.02    0.96    5.6     2    2
  6.72   29.54    0.17    1.38    5.6     2    3
  6.81   27.98    0.03    0.80    5.6     3    1
  6.50   29.34    0.02    1.11    5.6     3    2
  6.84   27.62    0.12    1.02    5.6     3    3
