This is dataplot program   dasilva40.dat      Anthrax Recovery Efficiency (2 Methods)
Purpose: Determine optimal setting of wetting agent (over the 3 factors:
         surface (2), relative humidity (2), and material (2)
Contact: Sandra DaSilva
Date: March 2, 2012
Number of observations = 64 (= 2 surf x 2 rh x 3 mat x 4 wet agents + 16 random runs
Response variable = 5 responses (for Anthrax spores)
Number of variables per line image = 5 + 5 = 10
order of variables on a line image:
   1. Response variable 1 = Number of recovered colonies via Plate Count method
   2. Response variable 2 = %         recovered colonies via Plate Count method
   3. Response variable 3 = Number of spores             via Fluorescence Microscopy method
   4. Response variable 4 = %         spores             via Fluorescence Microscopy method
   5. Response variable 5 = Reference Number of spores   via Plate count method

   6. Factor 1 = Surface Type (2 levels: stainless steel and glass)
   7. Factor 2 = Relative Humidity (2 levels: 45% and 75%)
   8. Factor 3 = Swab Material (3 levels: polyester, cotton, and polyester/ray
   9. Factor 4 = Wetting agent (4 levels; T80, WAT, PBS, and PBST) = Primary Factor
  10. Factor 5 = Elaspsed number of days from start of experiment
To read this data file into dataplot:
   skip 50; read dasilva40.dat y1 y2 y3 y4 y5   x1 x2 x3 x4 x5























 Y1      Y2     Y3      Y4     Y5              X1      X2      X3     X4               X5
 PC      PC     FM      FM     Ref            Surf     RH      Mat    Wet             Day
Recov   Recov Spores   Spores                                        Agent
 (#)     (%)    (#)     (%)    (#)             (2)     (2)     (3)    (4)             (10)
---------------------------------------------------------------------------------------------------------
87	58.0	179	48.6	150		2	2	1	1		1	6   8   2009
12	8.0	173	6.9	150		1	2	2	2		1	6   8   2009
66	44.0	163	40.5	150		2	2	3	3		1	6   8   2009
63	42.0	122	51.6	150		1	2	1	4		1	6   8   2009
74	49.3	114	64.9	150		2	2	2	1		1	6   8   2009
5	3.3	-999	-999	150		1	2	3	2		1	6   8   2009
22	26.2	137	16.1	84		2	1	1	3		2	6   9   2009
24	28.6	-999	-999	84		1	1	2	4		2	6   9   2009
80	95.2	167	47.9	84		2	1	3	1		2	6   9   2009
18	21.4	159	11.3	84		1	1	1	2		2	6   9   2009
102	121.4	158	64.6	84		2	1	2	3		2	6   9   2009
43.5	51.8	145	30.0	84		1	1	3	4		2	6   9   2009
84	68.3	136	61.8	123		2	2	1	1		4	6   11   2009
56	45.5	139	40.3	123		1	2	2	2		4	6   11   2009
8	6.5	134	6.0	123		2	2	3	3		4	6   11   2009
98	79.7	157	62.4	123		1	2	1	4		4	6   11   2009
48	39.0	150	32.0	123		2	2	2	1		4	6   11   2009
70	56.9	139	50.4	123		1	2	3	2		4	6   11   2009
11	7.1	134	8.2	155		2	1	1	3		5	6   12   2009
33	21.3	137	24.1	155		1	1	2	4		5	6   12   2009
153	98.7	161	95.0	155		2	1	3	1		5	6   12   2009
38	24.5	152	25.0	155		1	1	1	2		5	6   12   2009
87	56.1	162	53.7	155		2	1	2	3		5	6   12   2009
80	51.6	127	63.0	155		1	1	3	4		5	6   12   2009
17	14.9	84	20.2	114		1	2	1	1		143	10   28   2009
8	7.0	48	16.7	114		1	2	2	2		143	10   28   2009
21	18.4	-999	-999	114		1	2	3	3		143	10   28   2009
21	18.4	-999	-999	114		2	2	1	4		143	10   28   2009
52	45.6	-999	-999	114		2	2	2	1		143	10   28   2009
81	71.1	-999	-999	114		2	2	3	2		143	10   28   2009
3	1.8	148	2.0	165		2	1	1	1		144	10   29   2009
50	30.3	164	30.5	165		2	1	2	2		144	10   29   2009
-999	-999	152	-999	165		2	1	3	3		144	10   29   2009
92	55.8	188	48.9	165		1	1	1	4		144	10   29   2009
19	11.5	168	11.3	165		1	1	2	1		144	10   29   2009
91	55.2	-999	-999	165		1	1	3	2		144	10   29   2009
0	0.0	139	0.0	142		2	2	1	3		145	10   30   2009
31	21.8	127	24.4	142		2	2	2	4		145	10   30   2009
64	45.1	-999	-999	142		2	2	3	1		145	10   30   2009
4	2.8	163	2.5	142		1	2	1	2		145	10   30   2009
35	24.6	44	79.5	142		1	2	2	3		145	10   30   2009
46	32.4	180	25.6	142		1	2	3	4		145	10   30   2009
8	6.2	165	4.8	130		1	1	1	3		147	11   1   2009
-999	-999	-999	-999	130		1	1	2	4		147	11   1   2009
68	52.3	157	43.3	130		1	1	3	1		147	11   1   2009
25	19.2	164	15.2	130		2	1	1	2		147	11   1   2009
68	52.3	-999	-999	130		2	1	3	3		147	11   1   2009
46	35.4	110	41.8	130		2	1	3	4		147	11   1   2009
93	77.5	165	56.4	120		1	1	1	1		197	1   20   2010
90	75.0	92	97.8	120		2	1	2	1		197	1   20   2010
3	2.5	-999	-999	120		1	1	2	2		197	1   20   2010
90	75.0	-999	-999	120		2	1	3	2		197	1   20   2010
0	0.0	123	0.0	120		1	1	2	3		197	1   20   2010
54	45.0	91	59.3	120		2	1	1	4		197	1   20   2010
6	5.0	127	4.7	120		1	1	3	3		197	1   20   2010
63	52.5	139	45.3	120		2	1	2	4		197	1   20   2010
30	24.4	128	23.4	123		1	2	2	1		199	1   22   2010
9	7.3	139	6.5	123		2	2	1	2		199	1   22   2010
81	65.9	138	58.7	123		1	2	3	1		199	1   22   2010
51	41.5	122	41.8	123		2	2	2	2		199	1   22   2010
12	9.8	128	9.4	123		1	2	1	3		199	1   22   2010
63	51.2	127	49.6	123		2	2	2	3		199	1   22   2010
3	2.4	151	2.0	123		1	2	2	4		199	1   22   2010
78	63.4	142	54.9	123		2	2	3	4		199	1   22   2010
