RAND NORMAL NUMBERS
SAMPLE SIZE N = 500
10 NUMBERS PER LINE
LINE FORMAT IS 10F7.4
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
-1.276 -1.218 -0.453 -0.350  0.723  0.676 -1.099 -0.314 -0.394 -0.633
-0.318 -0.799 -1.664  1.391  0.382  0.733  0.653  0.219 -0.681  1.129
-1.377 -1.257  0.495 -0.139 -0.854  0.428 -1.322 -0.315 -0.732 -1.348
 2.334 -0.337 -1.955 -0.636 -1.318 -0.433  0.545  0.428 -0.297  0.276
-1.136  0.642  3.436 -1.667  0.847 -1.173 -0.355  0.035  0.359  0.930
 0.414 -0.011  0.666 -1.132 -0.410 -1.077  0.734  1.484 -0.340  0.789
-0.494  0.364 -1.237 -0.044 -0.111 -0.210  0.931  0.616 -0.377 -0.433
 1.048  0.037  0.759  0.609 -2.043 -0.290  0.404 -0.543  0.486  0.869
 0.347  2.816 -0.464 -0.632 -1.614  0.372 -0.074 -0.916  1.314 -0.038
 0.637  0.563 -0.107  0.131 -1.808 -1.126  0.379  0.610 -0.364 -2.626
 2.176  0.393 -0.924  1.911 -1.040 -1.168  0.485  0.076 -0.769  1.607
-1.185 -0.944 -1.604  0.185 -0.258 -0.300 -0.591 -0.545  0.018 -0.485
 0.972  1.710  2.682  2.813 -1.531 -0.490  2.071  1.444 -1.092  0.478
 1.210  0.294 -0.248  0.719  1.103  1.090  0.212 -1.185 -0.338 -1.134
 2.647  0.777  0.450  2.247  1.151 -1.676  0.384  1.133  1.393  0.814
 0.398  0.318 -0.928  2.416 -0.936  1.036  0.024 -0.560  0.203 -0.871
 0.846 -0.699 -0.368  0.344 -0.926 -0.797 -1.404 -1.472 -0.118  1.456
 0.654 -0.955  2.907  1.688  0.752 -0.434  0.746  0.149 -0.170 -0.479
 0.522  0.231 -0.619 -0.265  0.419  0.558 -0.549  0.192 -0.334  1.373
-1.288 -0.539 -0.824  0.244 -1.070  0.010  0.482 -0.469 -0.090  1.171
 1.372  1.769 -1.057  1.646  0.481 -0.600 -0.592  0.610 -0.096 -1.375
 0.854 -0.535  1.607  0.428 -0.615  0.331 -0.336 -1.152  0.533 -0.833
-0.148 -1.144  0.913  0.684  1.043  0.554 -0.051 -0.944 -0.440 -0.212
-1.148 -1.056  0.635 -0.328 -1.221  0.118 -2.045 -1.977 -1.133  0.338
 0.348  0.970 -0.017  1.217 -0.974 -1.291 -0.399 -1.209 -0.248  0.480
 0.284  0.458  1.307 -1.625 -0.629 -0.504 -0.056 -0.131  0.048  1.879
-1.016  0.360 -0.119  2.331  1.672 -1.053  0.840 -0.246  0.237 -1.312
 1.603 -0.952 -0.566  1.600  0.465  1.951  0.110  0.251  0.116 -0.957
-0.190  1.479 -0.986  1.249  1.934  0.070 -1.358 -1.246 -0.959 -1.297
-0.722  0.925  0.783 -0.402  0.619  1.826  1.272 -0.945  0.494  0.050
-1.696  1.879  0.063  0.132  0.682  0.544 -0.417 -0.666 -0.104 -0.253
-2.543 -1.333  1.987  0.668  0.360  1.927  1.183  1.211  1.765  0.35
-0.359  0.193 -1.023 -0.222 -0.616 -0.060 -1.319  0.785 -0.430 -0.298
 0.248 -0.088 -1.379  0.295 -0.115 -0.621 -0.618  0.209  0.979  0.906
-0.099 -1.376  1.047 -0.872 -2.200 -1.384  1.425 -0.812  0.748 -1.093
-0.463 -1.281 -2.514  0.675  1.145  1.083 -0.667 -0.223 -1.592 -1.278
 0.503  1.434  0.290  0.397 -0.837 -0.973 -0.120 -1.594 -0.996 -1.244
-0.857 -0.371 -0.216  0.148 -2.106 -1.453  0.686 -0.075 -0.243 -0.170
-0.122  1.107 -1.039 -0.636 -0.860 -0.895 -1.458 -0.539 -0.159 -0.420
 1.632  0.586 -0.468 -0.386 -0.354  0.203 -1.234  2.381 -0.388 -0.063
 2.072 -1.445 -0.680  0.224 -0.120  1.753 -0.571  1.223 -0.126  0.034
-0.435 -0.375 -0.985 -0.585 -0.203 -0.556  0.024  0.126  1.250 -0.615
 0.876 -1.227 -2.647 -0.745  1.797 -1.231  0.547 -0.634 -0.836 -0.719
 0.833  1.289 -0.022 -0.431  0.582  0.766 -0.574 -1.153  0.520 -1.018
-0.891  0.332 -0.453 -1.127  2.085 -0.722 -1.508  0.489 -0.496 -0.025
 0.644 -0.233 -0.153  1.098  0.757 -0.039 -0.460  0.393  2.012  1.356
 0.105 -0.171 -0.110 -1.145  0.878 -0.909 -0.328  1.021 -1.613  1.560
-1.192  1.770 -0.003  0.369  0.052  0.647  1.029  1.526  0.237 -1.328
-0.042  0.553  0.770  0.324 -0.489 -0.367  0.378  0.601 -1.996 -0.738
 0.498  1.072  1.567  0.302  1.157 -0.720  1.403  0.698 -0.370 -0.551
