THIS IS DATAPLOT DATA FILE     DANIELWO.DAT
SOURCE--DANIEL & WOOD
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
---------------------------------------------------
  2.800  4.680  4.870  -1.000  8.400  4.916   6.750
  1.400  5.190  4.500  -1.000  6.500  4.563  13.000
  1.400  4.820  4.730  -1.000  7.900  5.321  14.750
  3.300  4.850  4.760  -1.000  8.300  4.865  12.600
  1.700  4.860  4.950  -1.000  8.400  3.776   8.250
  2.900  5.160  4.450  -1.000  7.400  4.397  10.670
  3.700  4.820  5.050  -1.000  6.800  4.867   7.280
  1.700  4.860  4.700  -1.000  8.600  4.828  12.670
  0.920  4.780  4.840  -1.000  6.700  4.865  12.580
  0.680  5.160  4.760  -1.000  7.700  4.034  20.600
  6.000  4.570  4.820  -1.000  7.400  5.450   3.580
  4.300  4.610  4.650  -1.000  6.700  4.853   7.000
  0.600  5.070  5.100  -1.000  7.500  4.257  26.200
  1.800  4.660  5.090  -1.000  8.200  5.144  11.670
  6.000  5.420  4.410  -1.000  5.800  3.718   7.670
  4.400  5.010  4.740  -1.000  7.100  4.715  12.250
 88.000  4.970  4.660   1.000  6.500  4.625   0.760
 62.000  5.010  4.720   1.000  8.000  4.977   1.350
 50.000  4.960  4.900   1.000  6.800  4.322   1.440
 58.000  5.200  4.700   1.000  8.200  5.087   1.600
 90.000  4.800  4.600   1.000  6.600  5.971   1.100
 66.000  4.980  4.690   1.000  6.400  4.647   0.850
140.000  5.350  4.760   1.000  7.300  5.115   1.200
240.000  5.040  4.800   1.000  7.800  5.939   0.560
420.000  4.800  4.800   1.000  7.400  5.919   0.720
500.000  4.830  4.600   1.000  6.700  5.471   0.470
180.000  4.660  4.720   1.000  7.200  4.602   0.330
270.000  4.670  4.500   1.000  6.300  5.043   0.260
170.000  4.720  4.700   1.000  6.800  5.075   0.760
 98.000  5.000  5.070   1.000  7.200  4.334   0.800
 35.000  4.700  4.800   1.000  7.700  5.705   2.000
 
