THIS IS DATAPLOT DATA FILE    LEIGHP3A.DAT
RESPONSE VARIABLES FOR THE DENNIS READER DNA EXPERIMENT
JANUARY 19, 1994
NUMBER OF OBSERVATIONS = 33
NUMBER OF VARIABLES = 14
NUMBER OF VARIABLES PER LINE IMAGE = 14
ORDER OF VARIABLES ON A LINE IMAGE--
   FACTOR 1
   FACTOR 2
   FACTOR 3
   FACTOR 4
   FACTOR 5
   FACTOR 6
   FACTOR 7
   FACTOR 8
   FACTOR 9
   FACTOR 10
   FACTOR 11
   FACTOR 12
   FACTOR 13
   FACTOR 14
TO READ THIS INTO DATAPLOT
   SKIP 25
   READ LEIGHP3A.DAT Y1 TO Y14
----------------------------------------------------------------
2916 1818 0000 0000 2966 2286 0000 0000 1586 1591 1359 1363 0000 0000
2928 1830 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
2925 1795 1988 1530 2924 2233 1738 1634 1567 1576 1325 1323 1527 1526
2906 1785 1978 1518 2940 2246 1749 1640 1581 1579 1324 1326 1530 1534
2910 1780 1976 1519 2950 2247 1747 1647 1574 1579 1323 1328 1535 1535
2917 1797 1982 1540 2916 2234 1758 1644 1565 1570 1321 1326 1535 1534
2867 1766 1953 1488 2930 2240 1744 1630 1560 1567 1315 1321 1492 1514
2905 1795 0000 0000 2961 2259 0000 0000 1565 1570 1319 1324 0000 0000
2911 1797 1980 1527 2947 2234 1748 1646 1575 1568 1334 1322 1522 1522
2939 1805 1986 1536 2902 2235 1748 1641 1541 1559 1291 1312 1490 1512
2922 1802 1983 1542 2889 2227 1742 1636 1542 1555 1294 1307 1492 1512
2909 1781 1975 1528 2913 2234 1743 1630 1580 1588 1336 1327 1528 1535
2893 1789 1985 1528 2913 2229 1747 1629 1580 1580 1336 1336 1538 1538
2896 1781 1985 1523 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
2896 1789 1985 1530 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
2895 1770 1947 1512 2925 2240 1747 1625 1575 1573 1309 1312 1526 1521
2916 1801 1989 1531 2979 2272 1797 1688 1597 1573 1359 1340 1553 1545
2913 1794 1990 1534 2971 2294 1797 1692 1592 1574 1344 1351 1545 1534
2912 1798 2001 1532 2973 2289 1794 1695 1599 1580 1353 1336 1556 1567
2913 1818 2011 1551 2975 2289 1780 1679 1603 1576 1363 1348 1556 1533
2915 1800 2024 1542 2980 2280 1777 1685 1602 1574 1352 1351 1561 1571
2907 1802 0000 0000 2960 2291 0000 0000 1593 1570 1360 1347 0000 0000
2895 1775 1987 1523 2942 2240 1762 1652 1579 1576 1330 1330 1530 1532
2889 1781 1963 1516 2940 2253 1754 1643 1597 1589 1327 1327 1541 1542
2917 1820 2015 1549 2943 2244 1750 1643 1584 1582 1330 1351 1536 1544
2917 1812 2010 1547 2927 2256 1770 1659 1592 1581 1339 1340 1545 1538
2922 1790 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
2893 1792 1956 1517 2912 2228 1755 1643 1556 1577 1331 1331 1515 1525
2903 1782 1984 1503 2968 2236 1759 1640 1572 1564 1323 1319 0000 1522
2889 1800 1975 1525 2944 2254 1777 1656 1586 1591 1342 1341 1538 1537
2897 1781 1980 1527 2977 2265 1772 1664 1588 1599 1333 1347 1534 1547
2931 1801 1993 1546 2964 2270 1792 1685 1580 1574 1325 1342 1538 1538
2937 1814 2014 1546 2892 2222 1762 1644 1580 1578 1335 1337 1540 1537
