This is DATAPLOT data file PALLETT.DAT
Voice Recognition ATIS SLS Test Results
Number of Observations = 35
Response Variables = 7
Number of Variables per line image = 9
Order of variables per line image--
   1. Number of queries correct
   2. Number of queries incorrect
   3. Number of queries unidentifiable
   4. % of queries correct
   5. % of queries incorrect
   6. % of queries unidentifiable
   7. Weighted error score = 2*(% incorrect) + % unidentifiable
   8. Training Set Source (5)
            1 = ATT   2 = BBN   3 = CMU
            4 = MIT   5 = SRI
   9. Algorithm
            1 = ATT2   2 = BBN2   3 = CMU2   4 = MIT1
            5 = MIT3   6 = PARAMAX2          7 = SRI2
To read this file into DATAPLOT--
   SKIP 25
   READ Y1 Y2 Y3 Y4 Y5 Y6 Y7 X1 X2
 
 
-----------------------------------------------
 36  50  28  32  44  25  112.3         1     1
 61  41  49  40  27  32   86.8         2     1
 69  42  26  50  31  19   80.3         3     1
 84  48  20  55  32  13   76.3         4     1
 50  52  31  38  39  23  101.5         5     1
 72  23  19  63  20  17   57.0         1     2
113  21  17  75  14  11   39.1         2     2
 95  13  29  69   9  21   40.1         3     2
122  18  12  80  12   8   31.6         4     2
 91  31  11  68  23   8   54.9         5     2
 73  38   3  64  33   3   69.3         1     3
 82  69   0  54  46   0   91.4         2     3
 98  39   0  72  28   0   56.9         3     3
113  39   0  74  26   0   51.3         4     3
 92  41   0  69  31   0   61.7         5     3
 72  28  14  63  25  12   61.4         1     4
103  30  18  68  20  12   51.7         2     4
 94  19  24  69  14  18   45.3         3     4
121  22   9  80  14   6   34.9         4     4
 81  33  19  61  25  14   63.9         5     4
 68  21  25  60  18  22   58.8         1     5
 81  15  55  54  10  36   56.3         2     5
 88  19  30  64  14  22   49.6         3     5
110  14  28  72   9  18   36.8         4     5
 72  26  35  54  20  26   65.4         5     5
 36  23  55  32  20  48   88.6         1     6
 52  33  66  34  22  44   87.4         2     6
 87  27  23  64  20  17   56.2         3     6
 74  30  48  49  20  32   71.1         4     6
 53  35  45  40  26  34   86.5         5     6
 55  12  47  48  11  41   62.3         1     7
101  11  37  67   9  25   41.7         2     7
 93  13  31  68   9  23   41.6         3     7
112  20  20  74  13  13   39.5         4     7
 83  11  39  62   8  29   45.9         5     7
