This is Dataplot data file     BOXDR175.DAT
Near-saturated design: 28-run Plackett-Burman design
Number of observations = 28
Number of factors      = 24
Source--Box & Draper (19xx).
        Empirical Model Building & Response Surfaces
        Wiley, p. 175
To read this into Dataplot--
   SKIP 25
   READ BOXDR175.DAT Y X1 TO X24
 
 
 
 
 
 
 
 
 
 
 
 
 
 Y  X1 X2 X3 X4 X5 X6 X7 X8 X9 X10 X11 ... X24
-----------------------------------------------------------------------------
133 +1 +1 +1 -1 -1 -1 +1 +1 +1 +1 +1 -1 +1 -1 -1 +1 +1 -1 -1 +1 -1 -1 -1 +1
 49 -1 +1 -1 -1 -1 -1 +1 +1 +1 +1 -1 +1 -1 -1 +1 -1 +1 +1 +1 +1 -1 +1 +1 -1
 62 +1 -1 -1 -1 -1 -1 +1 +1 +1 -1 -1 -1 +1 +1 +1 +1 -1 +1 -1 -1 +1 +1 -1 -1
 45 +1 +1 -1 +1 +1 -1 -1 -1 -1 +1 -1 +1 +1 +1 +1 +1 +1 -1 -1 -1 -1 +1 +1 -1
 88 +1 +1 -1 -1 +1 +1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 +1 +1 -1 +1 +1 +1 -1 +1
 52 +1 +1 -1 +1 -1 +1 -1 -1 -1 +1 +1 -1 +1 -1 +1 +1 -1 +1 +1 +1 -1 -1 -1 -1
300 -1 -1 +1 +1 +1 +1 +1 +1 -1 +1 -1 +1 +1 -1 -1 +1 -1 +1 -1 -1 -1 -1 -1 -1
 56 -1 -1 +1 +1 +1 +1 -1 +1 +1 -1 -1 -1 +1 -1 +1 +1 +1 -1 -1 +1 -1 +1 +1 +1
 47 -1 -1 +1 +1 +1 +1 +1 -1 +1 +1 +1 -1 -1 +1 +1 -1 +1 +1 +1 +1 +1 +1 -1 -1
 88 -1 -1 -1 -1 +1 -1 -1 +1 -1 +1 -1 +1 +1 +1 -1 +1 +1 +1 +1 +1 +1 -1 -1 +1
116 +1 -1 +1 -1 -1 +1 -1 -1 +1 -1 -1 -1 +1 +1 -1 +1 +1 +1 +1 -1 -1 -1 +1 -1
 83 -1 +1 +1 +1 -1 -1 +1 -1 -1 +1 +1 -1 +1 +1 -1 +1 +1 +1 -1 -1 +1 +1 +1 +1
193 -1 +1 +1 -1 -1 +1 -1 +1 -1 +1 -1 -1 -1 -1 -1 -1 -1 -1 +1 -1 +1 +1 +1 -1
230 -1 -1 -1 +1 -1 -1 -1 -1 +1 +1 -1 -1 -1 -1 +1 -1 -1 -1 -1 -1 +1 -1 -1 +1
 51 +1 -1 +1 -1 +1 -1 +1 -1 -1 +1 -1 -1 -1 +1 +1 -1 -1 -1 +1 +1 -1 -1 +1 +1
 82 -1 +1 +1 -1 +1 -1 -1 -1 +1 -1 +1 +1 +1 -1 +1 +1 +1 -1 +1 -1 +1 -1 -1 -1
 32 -1 -1 -1 -1 -1 +1 +1 -1 -1 -1 +1 +1 -1 -1 +1 -1 +1 +1 -1 -1 -1 -1 +1 +1
 58 +1 -1 +1 +1 -1 -1 -1 +1 -1 -1 +1 +1 +1 -1 +1 +1 -1 +1 +1 +1 +1 +1 +1 +1
201 +1 -1 -1 +1 +1 -1 +1 +1 -1 -1 +1 -1 -1 -1 -1 -1 +1 -1 +1 -1 -1 +1 -1 -1
 56 +1 +1 +1 -1 +1 +1 -1 +1 +1 +1 +1 +1 -1 +1 +1 -1 -1 +1 -1 -1 -1 +1 -1 +1
 97 -1 +1 -1 +1 -1 +1 +1 -1 +1 -1 -1 +1 +1 +1 -1 +1 -1 -1 +1 +1 -1 +1 -1 +1
 53 +1 +1 +1 +1 -1 +1 +1 +1 -1 -1 -1 +1 -1 +1 +1 -1 +1 -1 +1 -1 +1 -1 -1 +1
276 -1 +1 -1 +1 +1 -1 -1 +1 +1 -1 +1 -1 -1 +1 -1 -1 -1 +1 +1 -1 -1 -1 +1 +1
145 +1 -1 -1 -1 +1 +1 +1 -1 +1 +1 +1 +1 +1 -1 -1 +1 -1 -1 +1 -1 +1 +1 +1 +1
130 +1 +1 +1 +1 +1 -1 +1 -1 +1 -1 -1 +1 -1 -1 -1 -1 -1 +1 -1 +1 +1 -1 +1 -1
 55 -1 +1 -1 -1 +1 +1 +1 +1 -1 -1 +1 -1 +1 +1 +1 +1 -1 -1 -1 +1 +1 -1 +1 -1
160 +1 -1 -1 +1 -1 +1 -1 +1 +1 +1 +1 +1 -1 +1 -1 -1 +1 -1 -1 +1 +1 -1 +1 -1
127 -1 -1 +1 -1 -1 -1 -1 -1 -1 -1 +1 +1 -1 +1 -1 -1 -1 -1 -1 +1 -1 +1 -1 -1
