  67.2  19.7  60.5  70.3  65.7  69.3  65.7  67.3
  69.1  19.6  64.9  70.4  62.6  69.6  64.6  66.4
  67.0  19.4  65.4  65.8  66.2  68.8  64.0  69.4
  72.4  19.4  63.4  71.9  60.7  68.0  64.9  67.1
  63.6  19.7  65.1  65.1  65.5  65.5  61.8  70.9
  72.7  19.6  65.2  71.1  63.5  66.2  67.3  68.6
  68.5  19.8  64.3  67.9  62.4  71.4  63.4  69.4
  69.7  19.7  65.3  68.8  61.5  66.0  62.4  67.7
  68.4  19.7  64.5  68.7  63.9  68.8  62.3  68.8
  70.4  19.9  63.4  70.3  65.9  69.0  63.7  65.1
  67.5  18.9  63.3  70.4  63.7  68.2  66.2  68.5
  73.3  20.8  66.2  70.2  65.4  66.6  61.7  64.0
  70.0  20.3  64.9  68.8  65.2  70.2  62.4  67.0
  69.8  19.7  63.5  70.3  63.1  64.4  65.1  67.0
  63.6  19.9  62.0  65.5  64.1  67.7  62.1  66.5
  64.3  19.6  63.5  65.2  63.9  70.0  64.2  64.5
  68.5  21.3  66.1  65.4  64.8  68.4  66.4  70.8
  70.5  20.1  64.8  70.2  65.3  65.5  63.7  66.9
  68.1  20.2  62.6  68.6  63.7  69.8  66.7  68.0
  66.1  19.2  62.2  67.3  63.6  70.9  63.6  66.7
