  10.55  4.11  2.00  1.02
  10.47  4.30  2.15  1.11
   9.46  3.81  1.78  0.94
   9.27  3.72  1.92  0.95
   9.37  3.75  1.95  0.97
   9.67  4.28  1.96  1.04
  10.58  3.95  2.30  1.08
   9.96  3.73  1.86  1.01
   9.84  3.92  2.00  1.05
  10.20  4.20  1.96  1.03
   9.45  4.18  2.18  1.02
   9.64  4.04  2.08  0.96
  10.03  4.01  2.08  1.04
   9.81  3.65  1.97  0.97
  10.74  4.41  2.07  1.03
  10.08  3.80  1.86  0.99
  10.00  3.84  2.07  0.95
   9.73  3.94  1.93  0.96
   9.64  4.24  2.11  1.06
  10.40  4.11  2.07  1.01
  10.34  4.20  2.21  1.14
  10.09  4.35  1.91  1.07
   9.51  3.74  1.87  0.99
   9.63  3.77  1.96  1.01
