 DIAGONAL OF HAT RESIDUAL VAR    STANDARD RES    INT. STUD. RES  DELETED RES     EXT. STUD. RES  COOKS DISTANCE  DFFITS          
  0.8964096E-02   0.2658819E-18  -0.2086607E+01  -0.2096023E+01  -0.1090564E-08  -0.2099603E+01   0.1324610E-01  -0.1996851E+00
  0.8892598E-02   0.2659011E-18  -0.2086607E+01  -0.2095947E+01  -0.1090485E-08  -0.2099527E+01   0.1313855E-01  -0.1988728E+00
  0.8821602E-02   0.2659202E-18  -0.2039185E+01  -0.2048239E+01  -0.1065625E-08  -0.2051532E+01   0.1244617E-01  -0.1935424E+00
  0.8751103E-02   0.2659391E-18  -0.2039185E+01  -0.2048166E+01  -0.1065549E-08  -0.2051459E+01   0.1234495E-01  -0.1927538E+00
  0.8681102E-02   0.2659579E-18  -0.1944339E+01  -0.1952834E+01  -0.1015917E-08  -0.1955598E+01   0.1113194E-01  -0.1830039E+00
  0.8611594E-02   0.2659765E-18  -0.1991762E+01  -0.2000394E+01  -0.1040623E-08  -0.2003415E+01   0.1158642E-01  -0.1867199E+00
  0.8542579E-02   0.2659950E-18  -0.2086607E+01  -0.2095577E+01  -0.1090100E-08  -0.2099154E+01   0.1261250E-01  -0.1948506E+00
  0.8474054E-02   0.2660134E-18  -0.2039185E+01  -0.2047880E+01  -0.1065252E-08  -0.2051171E+01   0.1194744E-01  -0.1896250E+00
  0.8406017E-02   0.2660317E-18  -0.2086607E+01  -0.2095433E+01  -0.1089950E-08  -0.2099009E+01   0.1240746E-01  -0.1932602E+00
  0.8338466E-02   0.2660498E-18  -0.2039185E+01  -0.2047740E+01  -0.1065106E-08  -0.2051030E+01   0.1175306E-01  -0.1880760E+00
  0.8271398E-02   0.2660678E-18  -0.2134030E+01  -0.2142911E+01  -0.1114570E-08  -0.2146786E+01   0.1276654E-01  -0.1960567E+00
  0.8204812E-02   0.2660856E-18  -0.1944339E+01  -0.1952365E+01  -0.1015429E-08  -0.1955126E+01   0.1051108E-01  -0.1778272E+00
  0.8138705E-02   0.2661034E-18  -0.2134030E+01  -0.2142768E+01  -0.1114421E-08  -0.2146642E+01   0.1255837E-01  -0.1944517E+00
  0.8073076E-02   0.2661210E-18  -0.1944339E+01  -0.1952235E+01  -0.1015294E-08  -0.1954996E+01   0.1033957E-01  -0.1763703E+00
  0.8007922E-02   0.2661385E-18  -0.2086607E+01  -0.2095013E+01  -0.1089513E-08  -0.2098586E+01   0.1181037E-01  -0.1885526E+00
  0.7943241E-02   0.2661558E-18  -0.1896916E+01  -0.1904495E+01  -0.9904015E-09  -0.1907012E+01   0.9680540E-02  -0.1706412E+00
  0.7879031E-02   0.2661731E-18  -0.2086607E+01  -0.2094877E+01  -0.1089371E-08  -0.2098449E+01   0.1161726E-01  -0.1870047E+00
  0.7815290E-02   0.2661902E-18  -0.1944339E+01  -0.1951981E+01  -0.1015031E-08  -0.1954741E+01   0.1000421E-01  -0.1734864E+00
  0.7752016E-02   0.2662071E-18  -0.1991762E+01  -0.1999527E+01  -0.1039721E-08  -0.2002543E+01   0.1041184E-01  -0.1770024E+00
  0.7689206E-02   0.2662240E-18  -0.1896916E+01  -0.1904251E+01  -0.9901479E-09  -0.1906767E+01   0.9366147E-02  -0.1678473E+00
  0.7626860E-02   0.2662407E-18  -0.1991762E+01  -0.1999401E+01  -0.1039590E-08  -0.2002416E+01   0.1024116E-01  -0.1755455E+00
  0.7564974E-02   0.2662573E-18  -0.1896916E+01  -0.1904132E+01  -0.9900240E-09  -0.1906647E+01   0.9212514E-02  -0.1664650E+00
  0.7503546E-02   0.2662738E-18  -0.1944339E+01  -0.1951675E+01  -0.1014712E-08  -0.1954433E+01   0.9599116E-02  -0.1699376E+00
  0.7442575E-02   0.2662901E-18  -0.1896916E+01  -0.1904014E+01  -0.9899019E-09  -0.1906529E+01   0.9061224E-02  -0.1650924E+00
  0.7382059E-02   0.2663064E-18  -0.1849493E+01  -0.1856358E+01  -0.9650955E-09  -0.1858641E+01   0.8542744E-02  -0.1602851E+00
  0.7321995E-02   0.2663225E-18  -0.1991762E+01  -0.1999094E+01  -0.1039271E-08  -0.2002108E+01   0.9825759E-02  -0.1719483E+00
  0.7262381E-02   0.2663385E-18  -0.1944339E+01  -0.1951438E+01  -0.1014465E-08  -0.1954194E+01   0.9286086E-02  -0.1671437E+00
  0.7203216E-02   0.2663544E-18  -0.2039185E+01  -0.2046569E+01  -0.1063888E-08  -0.2049852E+01   0.1012972E-01  -0.1746046E+00
  0.7144496E-02   0.2663701E-18  -0.1849493E+01  -0.1856135E+01  -0.9648646E-09  -0.1858418E+01   0.8263873E-02  -0.1576472E+00
  0.7086221E-02   0.2663858E-18  -0.2039185E+01  -0.2046448E+01  -0.1063763E-08  -0.2049731E+01   0.9962847E-02  -0.1731604E+00
  0.7028388E-02   0.2664013E-18  -0.1896916E+01  -0.1903617E+01  -0.9894890E-09  -0.1906130E+01   0.8549820E-02  -0.1603659E+00
  0.6970996E-02   0.2664167E-18  -0.2039185E+01  -0.2046330E+01  -0.1063639E-08  -0.2049612E+01   0.9798571E-02  -0.1717268E+00
