     1  30.7  240  16
     2  24.7  250  18
     3  30.6  260  16
     4  32.8  240  10
     5  20.7  240  20
     6  34.5  260  16
     7  41.9  290  12
     8  36.4  280  12
     9  22.2  200  12
    10  20.7  210  14
    11  30.7  250  14
    12  40.6  280  10
    13  20.5  210  18
    14  34.2  290  18
    15  24.2  220  14
    16  18.8  210  18
    17  36.2  260  10
    18  32.6  270  16
    19  24.6  240  18
    20  43.0  280  10
    21  41.0  300  16
    22  30.6  260  16
    23  41.0  270  10
    24  29.5  220  10
    25  28.2  240  14
    26  20.2  220  18
    27  20.5  210  20
    28  24.6  200  10
    29  29.2  260  16
    30  34.8  260  12
    31  33.9  240  10
    32  41.8  270  10
    33  18.6  210  18
    34  33.2  260  12
    35  31.9  270  18
    36  24.2  250  20
    37  22.2  220  18
    38  27.5  240  16
    39  32.2  260  14
    40  32.6  250  12
    41  34.6  280  16
    42  27.3  230  14
    43  30.2  230  12
    44  24.2  240  18
    45  24.4  250  18
    46  22.8  200  12
    47  28.7  250  14
    48  32.2  280  18
    49  28.7  260  16
    50  44.7  300  14
    51  35.3  290  18
    52  32.2  250  14
    53  37.3  280  14
    54  26.5  220  14
    55  36.5  280  16
    56  41.5  290  12
    57  42.6  300  12
    58  38.5  280  14
    59  36.2  300  18
    60  21.3  200  14
    61  30.1  220  10
    62  26.7  200  12
    63  22.8  230  18
    64  30.2  260  18
    65  23.8  230  20
    66  31.7  250  12
    67  26.2  240  16
    68  32.7  280  16
    69  18.6  220  20
    70  39.5  270  10
    71  23.7  240  18
    72  40.4  300  12
    73  34.7  270  18
    74  31.7  280  18
    75  27.2  250  16
    76  22.8  220  16
    77  37.5  290  16
    78  29.3  270  20
    79  30.3  250  14
    80  25.7  260  20
    81  41.0  290  14
    82  26.2  200  10
    83  26.6  220  12
    84  32.6  240  10
    85  34.2  250  10
    86  27.3  240  16
    87  16.2  210  20
    88  33.8  260  16
    89  30.7  210  10
    90  16.6  210  20
    91  39.8  270  12
    92  28.2  220  10
    93  36.2  280  14
    94  36.2  280  14
    95  29.7  260  16
    96  26.2  210  10
    97  44.1  300  12
    98  33.5  260  14
    99  32.8  260  14
   100  30.8  270  18
   101  20.6  200  14
   102  32.7  280  18
   103  33.7  280  16
   104  31.7  250  12
   105  33.0  270  18
