   228  3220  2  1160
   156  2750  1  1080
   648  3620  2  1720
   528  3940  1  1840
   552  4510  3  2240
   636  3990  4  2190
   444  2430  1   830
   144  3070  1  1150
   744  3750  2  1570
  1104  4790  5  2660
   204  2490  1   900
   420  3600  3  1680
   876  5370  1  2550
   840  3180  7  1770
   876  5910  2  2960
   276  3020  2  1190
  1236  5920  3  3130
   372  3520  2  1560
   276  3720  1  1510
   540  4840  1  2190
  1044  4700  6  2620
   552  3270  2  1350
   756  4420  2  1990
   636  4480  2  2070
   708  3820  4  1850
   960  5740  2  2700
  1080  5600  3  3030
   480  3950  2  1700
    96  2290  3   890
  1272  5580  5  3270
  1056  5820  2  2660
   156  3160  2  1330
   396  2880  4  1280
   768  3780  3  1950
