  190   6  70   70.7
  379  11  72   70.9
  201   6  98  108.8
  194   8  60   49.0
  189   4  84   95.7
  379   8  84   96.3
  183   6  64   64.6
  186   7  64   64.8
  456  19  60   49.2
  149  17  36   17.8
  175   5  66   68.1
  276   8  72   71.1
  277   8  72   70.9
  243   7  72   70.8
  195   7  66   68.3
  179  10  58   52.9
  186   8  61   58.8
  161   9  54   43.3
  267  11  60   49.7
  216   9  60   48.8
  130  15  36   18.5
  167   7  58   52.1
  211  18  48   31.7
  186   7  24   59.1
  165   9  54   43.6
  168   9  54   43.6
  148   6  60   49.3
  179   7  61   58.4
  186   7  64   64.6
  116  13  36   18.5
  312   9  72   71.1
  168   6  61   58.1
  190   7  28   49.7
  235   5  84   95.6
  195   8  29   48.3
  140   9  48   32.2
  209   9  64   68.4
  607  14  72   95.8
  181   5  66   68.6
  176   7  61   58.1
  201  10  61   58.8
  279   8  72   70.3
