  1.97  321  247  2.30  2.63   79287   6.0490
  2.74  718  436  3.80  3.57  313048  13.5660
  2.19  358  578  2.98  2.57  206924   7.6586
  2.60  403  447  3.58  2.21  180141   7.9118
  2.98  640  563  3.38  3.48  360320  11.7624
  1.65  237  342  1.48  2.14   81054   3.1672
  1.89  270  472  1.67  2.64  127440   4.4088
  2.38  418  356  3.73  2.52  148808   9.3996
  2.66  443  327  3.09  3.20  144861   9.8880
  1.96  359  385  1.54  3.46  138215   5.3284
  3.14  669  664  3.21  3.37  444216  10.8177
  1.96  409  518  2.77  2.60  211862   7.2020
  2.20  582  364  1.47  2.90  211848   4.2630
  3.90  750  632  3.14  3.49  474000  10.9586
  2.02  451  435  1.54  3.20  196185   4.9280
  3.61  645  704  3.50  3.74  454080  13.0900
  3.07  791  341  3.20  2.93  269731   9.3760
  2.63  521  483  3.59  3.32  251643  11.9188
  3.11  594  665  3.42  2.70  395010   9.2340
  3.20  653  606  3.69  3.52  395718  12.9888
