This is dataplot data file      mills_20_256.dat      Internet Congestion    7/3/12
Contents: Internet Congestion (k = 20 factors)
Design: 2**(20-12) Full Factorial (k=2,n=256)    
Scientist: Kevin Mills (NIST/ITL)
Date: 7/3/12
Response = Node Reallocation Rate
Number of observations = 2**(20-8) = 256  
Number of variables per line image = 21 (= 1 + 20)
   1. Response  = Node Reallocation Rate
   2. Factor 1  = #U                      12. Factor 11 = CsRCF
   3. Factor 2  = UTP                     13. Factor 12 = NdPN
   4. Factor 3  = UHT                     14. Factor 13 = NdPF      
   5. Factor 4  = UDC                     15. Factor 14 = NdPC
   6. Factor 5  = UBRP                    16. Factor 15 = CD    
   7. Factor 6  = CdCCC                   17. Factor 16 = CBSD
   8. Factor 7  = CdRC                    18. Factor 17 = CWSD                
   9. Factor 8  = CsASV                   19. Factor 18 = CBSL
  10. Factor 9  = CsRSV                   20. Factor 19 = CWSL             
  11. Factor 10 = CsPTP                   21. Factor 20 = CCCP
To read this data file into dataplot: 
   let k = 20; skip 25; read     fontana_15_256.dat     y x1 to x^k


      Y       X1  X2  X3  X4  X5  X6  X7  X8  X9 X10 X11 X12 X13 X14 X15 X16 X17 X18 X19 X20
----------------------------------------------------------------------------------------------
    0.1251    -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1
    0.2519     1  -1  -1  -1  -1  -1  -1  -1   1   1   1   1   1   1  -1  -1  -1  -1  -1  -1
    0.7134    -1   1  -1  -1  -1  -1  -1  -1   1   1   1   1   1   1   1   1   1   1   1  -1
    0.7238     1   1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1   1   1   1   1   1  -1
    0.6835    -1  -1   1  -1  -1  -1  -1  -1   1  -1  -1  -1  -1  -1   1   1   1   1   1   1
    0.5003     1  -1   1  -1  -1  -1  -1  -1  -1   1   1   1   1   1   1   1   1   1   1   1
    0.4436    -1   1   1  -1  -1  -1  -1  -1  -1   1   1   1   1   1  -1  -1  -1  -1  -1   1
    0.1949     1   1   1  -1  -1  -1  -1  -1   1  -1  -1  -1  -1  -1  -1  -1  -1  -1  -1   1
    0.1260    -1  -1  -1   1  -1  -1  -1  -1  -1   1  -1  -1  -1  -1   1  -1  -1  -1  -1   1
    0.4717     1  -1  -1   1  -1  -1  -1  -1   1  -1   1   1   1   1   1  -1  -1  -1  -1   1
    0.8911    -1   1  -1   1  -1  -1  -1  -1   1  -1   1   1   1   1  -1   1   1   1   1   1
    0.7600     1   1  -1   1  -1  -1  -1  -1  -1   1  -1  -1  -1  -1  -1   1   1   1   1   1
    0.5149    -1  -1   1   1  -1  -1  -1  -1   1   1  -1  -1  -1  -1  -1   1   1   1   1  -1
    0.6318     1  -1   1   1  -1  -1  -1  -1  -1  -1   1   1   1   1  -1   1   1   1   1  -1
    0.4976    -1   1   1   1  -1  -1  -1  -1  -1  -1   1   1   1   1   1  -1  -1  -1  -1  -1
    0.1653     1   1   1   1  -1  -1  -1  -1   1   1  -1  -1  -1  -1   1  -1  -1  -1  -1  -1
    0.1764    -1  -1  -1  -1   1  -1  -1  -1  -1  -1   1  -1  -1  -1  -1   1  -1  -1  -1   1
    0.3318     1  -1  -1  -1   1  -1  -1  -1   1   1  -1   1   1   1  -1   1  -1  -1  -1   1
    0.7103    -1   1  -1  -1   1  -1  -1  -1   1   1  -1   1   1   1   1  -1   1   1   1   1
    0.7293     1   1  -1  -1   1  -1  -1  -1  -1  -1   1  -1  -1  -1   1  -1   1   1   1   1
    0.6794    -1  -1   1  -1   1  -1  -1  -1   1  -1   1  -1  -1  -1   1  -1   1   1   1  -1
    0.5049     1  -1   1  -1   1  -1  -1  -1  -1   1  -1   1   1   1   1  -1   1   1   1  -1
    0.4074    -1   1   1  -1   1  -1  -1  -1  -1   1  -1   1   1   1  -1   1  -1  -1  -1  -1
    0.1123     1   1   1  -1   1  -1  -1  -1   1  -1   1  -1  -1  -1  -1   1  -1  -1  -1  -1
    0.1119    -1  -1  -1   1   1  -1  -1  -1  -1   1   1  -1  -1  -1   1   1  -1  -1  -1  -1
    0.4621     1  -1  -1   1   1  -1  -1  -1   1  -1  -1   1   1   1   1   1  -1  -1  -1  -1
    0.9031    -1   1  -1   1   1  -1  -1  -1   1  -1  -1   1   1   1  -1  -1   1   1   1  -1
    0.7551     1   1  -1   1   1  -1  -1  -1  -1   1   1  -1  -1  -1  -1  -1   1   1   1  -1
    0.5118    -1  -1   1   1   1  -1  -1  -1   1   1   1  -1  -1  -1  -1  -1   1   1   1   1
    0.6397     1  -1   1   1   1  -1  -1  -1  -1  -1  -1   1   1   1  -1  -1   1   1   1   1
    0.5494    -1   1   1   1   1  -1  -1  -1  -1  -1  -1   1   1   1   1   1  -1  -1  -1   1
